,指数代码,指数简称,样本数,收盘点位,涨跌幅,PE滚动,成交量,成交额,总市值,自由流通市值
472,CN5084,电信服务,0,1831.4662,-0.0151,20.2064,2864.39991,25.5391976752,1584.2145136095999,842.6337894123
473,CN5085,服装纺织,0,1416.5963,-0.0155,17.1799,12102.97907,74.1642316368,6368.0930051599,2200.2857577878
474,CN5086,工业服务,0,2606.9847,-0.0044,9.5125,39824.84132,278.4498852598,20484.0319672771,9166.6089392822
475,CN5087,工业用品,0,4810.146,-0.0314,33.1993,49938.76648,879.1521507096,70162.03530358,34978.095858892004
476,CN5088,国证公用,0,2235.2029,-0.0111,18.536,24445.97815,175.3389460061,21770.4616984865,6539.4670173408995
477,CN5090,国证化工,0,4705.0012,-0.0281,17.7263,40466.58097,674.1198531841001,38504.2190016531,18520.6305108277
478,CN5092,国证家用,0,5549.8304,-0.0116,48.5135,1858.39769,24.763036271999997,2213.3146564525,477.64245824889997
479,CN5093,国证零售,0,1779.112,-0.0176,19.794,9055.60146,66.7798780743,4576.9762982203,1969.7842568301
480,CN5094,耐用消费,0,7836.0813,-0.0335,16.3091,7068.65268,120.63661672629999,14481.1959330097,4429.0590494885
481,CN5095,食品零售,0,2319.2549,-0.0186,32.051,1106.82369,6.8733744109,1135.7272601532002,298.6419708595
482,CN5097,消费服务,0,6925.9654,-0.0459,22.9199,7139.09274,96.00319333200001,6813.197453665,1463.6790880093
483,CN5099,国证制药,0,6593.7185,-0.0259,26.9973,21412.17744,336.675452368,23557.7529409868,11835.658180409198
484,CN5100,白色家电,0,31123.2998,-0.0202,14.3898,2845.37046,76.6815627378,8998.4683649243,606.3525564533
485,CN5101,国证百货,0,2085.6465,-0.0158,20.1057,3228.65366,27.5672316907,2292.645528692,952.8030683254
486,CN5102,国证空运,0,1771.4899,-0.0836,28.2956,3211.46947,28.1470058285,3417.9393141734004,1079.8808260237
487,CN5104,建筑工程,0,2142.7474,0.0056,7.2672,29276.19417,172.7197577955,12822.302583018101,5086.2335391258
488,CN5105,路桥港口,0,2268.0955,-0.0381,11.5024,11386.8328,57.2825831341,7435.790810820799,1778.1496598601002
489,CN5106,酒店餐饮,0,10270.7302,-0.0521,21.1995,4470.25549,77.49216749760001,6214.4013957336,960.3892617222
490,CN5107,国证水务,0,1850.0281,-0.0123,15.0725,2678.96464,16.3489120751,1376.526113343,404.8720008131
491,CN5108,国证机械,0,3838.1142,-0.0287,23.0284,10465.68407,116.8544276776,8045.992167567701,4107.839906271501
492,CN5110,1000电信,0,3198.1903,-0.0411,26.1707,6045.614,103.76255783379999,11216.114515407,4367.8437081402
493,CN5111,定增综指,0,2813.0217,-0.0278,29.2408,53360.88902,813.1487798385001,47906.351469707,24093.6224904571
494,CN5122,中小能源,0,2132.7393,-0.0165,25.1653,870.11136,10.931193248900001,294.49792771110003,137.1529293883
495,CN5123,中小材料,0,3611.6893,-0.0176,23.9353,12651.64849,187.5031960435,8477.9254258646,4713.4341806682005
496,CN5124,中小工业,0,1961.0342,-0.02,27.7823,20873.92013,218.62990767169998,11461.5279126569,5841.1825835292
497,CN5125,中小可选,0,1333.5391,-0.0301,26.6037,14724.85998,97.69113448879999,4629.4256001872,2309.1975454097
498,CN5126,中小消费,0,3315.7178,-0.0142,34.7829,3678.01219,41.1741013465,2573.4108814515,1244.7682349579
499,CN5127,中小医药,0,2727.4062,-0.0091,20.819,11154.52792,97.876426388,3789.3541797913,1889.0303694713
500,CN5128,中小金融,0,2081.08,-0.0129,14.7579,184.10661,1.5190816665,278.6559383499,131.0926637316
501,CN5129,中小信息,0,3318.7237,-0.027,35.6621,17712.89596,230.5963697721,9586.5864836052,5522.535245685401
502,CN5130,中小电信,0,2590.7416,-0.0276,58.6091,3550.31546,32.219715485100004,1757.0853870606,985.8503923753
503,CN5131,中小公用,0,1767.0061,-0.0094,27.6138,2950.81054,22.7614501793,1279.2810916576,562.5829678441
504,CN5138,大盘红利,50,6967.71,-0.0071,8.3391,10817.61071,114.25392194959998,11972.8699436515,502.4217258539
505,CN5139,稳进价值,50,7314.8186,-0.0057,10.6611,11448.52077,137.0873555513,6499.694478118299,426.5265279787
506,CN5140,先锋成长,50,35659.949,-0.0075,39.8693,3963.22819,35.5580689539,1388.9268693328,222.6569172125
507,CN5141,优势价值,50,6817.5695,-0.0173,12.347,7297.50618,84.8403939841,6017.7602685337,166.9791498473
508,470006,创业板R(港币)(CNH),100,3035.3961,-0.0436,44.1022,16180.81514,836.6169700734,76163.2890195675,36631.14453955
509,470007,创业板R(美元)(CNH),100,3024.6145,-0.0433,44.1022,16180.81514,107.0658434261,9746.9774923049,4687.8613823071
510,471001,深成地产R,0,1573.739,-0.0004,5.3756,6725.7794,54.0848960056,4856.1676328875,2278.3728664788
511,471002,中小地产R,0,1667.3422,-0.0138,7.9603,2040.39504,8.1319363028,990.3979204888001,361.08928337559996
512,480001,湾创100R,100,1410.9871,-0.0358,,27685.16726,877.7638043791001,122914.3574738717,56988.77245619019
513,480002,湾创100R(港币),100,1517.8418,-0.0358,,27685.16726,1085.5814930538002,152015.1578160909,70481.29579328769
514,480003,湾区综指R,0,2981.9101,-0.0326,,67545.88186,1286.3123699239,207351.57459763173,42509.7568916784
515,480004,湾区综指R(港币),0,2997.9189,-0.0326,,67545.88186,1590.8563155037,256443.1867416444,52574.218825035496
516,480005,GTCOM港股通100R,100,1295.7651,-0.0391,,43756.10834,652.0070895923001,144309.803912022,85069.0861301893
517,480006,GTCOM港股通100R（港币）,100,1380.3151,-0.0391,,43756.10834,806.3706167583,178475.3378334863,105209.3030043033
518,480007,湾区新兴R,100,3698.6261,-0.0395,,25408.8672,656.5938393238999,82173.24029342929,31943.6895492956
519,480008,湾区新兴R(港币),100,3690.3995,-0.0395,,25408.8672,812.0474235487,101628.2282279807,39506.5972646365
520,480009,湾区制造R,100,4095.1149,-0.0425,,17254.72604,445.9731655952,38403.239866784104,20949.078871396898
521,480010,湾区制造R(港币),100,4086.006,-0.0425,,17254.72604,551.5616430011,47495.5667248949,25908.9677939793
522,480011,湾区服务R,100,2179.6278,-0.0333,,17425.53912,393.4166713376,88951.1775226373,16829.3250172663
523,480012,湾区服务R(港币),100,2174.7814,-0.0333,,17425.53912,486.5597358565,110010.66492335711,20813.7619690746
524,480013,湾区医药R,30,2162.3045,-0.0381,,5235.66924,71.9887603644,9333.3250270191,2888.9756423768
525,480014,湾区医药R（港币）,30,2173.9146,-0.0381,,5235.66924,89.0327725952,11543.0691517221,3572.9626853440004
526,480015,疫苗生科R,50,13720.058,-0.0352,36.1278,6226.28611,246.99182207799998,26605.037936061803,12184.6002500492
527,480016,公卫健康R,50,9399.9718,-0.0374,34.7277,7580.44624,306.30279213669996,29236.808556031297,14325.4508640973
528,480017,国证芯片R,30,10946.1399,-0.0395,57.2198,4007.09601,228.66825929799998,18539.8285181483,10119.3986412673
529,480018,国证5G R,0,3451.2879,-0.0456,29.2583,11996.29791,282.5505529811,22430.2350073723,11975.9663894721
530,480019,湾区海洋R,30,1849.0112,-0.0213,,2288.38607,24.6583872025,7017.069533183299,838.4001256281
531,480020,湾区海洋R(港币),30,1844.8997,-0.0213,,2288.38607,30.4963912563,8678.3802039377,1036.8959547404
532,480023,南山50R,50,2554.7702,-0.0405,,10349.74269,275.4540885056,45639.8938014128,7322.7220375902
533,480024,南山50R(港币),50,2568.4845,-0.0405,,10349.74269,340.66941942209996,56445.310068118,9056.433819676899
534,480028,龙头家电R,30,15149.9583,-0.0346,15.6584,3484.89264,93.3994269251,11799.935715850801,2108.7997423724
535,480030,消费电子R,50,6521.9152,-0.0444,23.0752,16425.0095,306.4735086541,23451.718699457404,13701.6845853873
536,480032,新能电池R,30,19561.4885,-0.0488,71.5706,8136.76336,475.0751491374,31319.7714002755,13739.913021076201
537,480033,国产替代R,50,9787.3903,-0.0449,34.8447,14815.47007,424.7695459194,40490.0215961651,7429.2378053253005
538,480036,创新龙头R,100,3146.407,-0.0385,,23638.67799,561.0948653105,78836.93151737981,26580.3671706108
539,480037,创新龙头R（港币）,100,3139.3991,-0.0385,,23638.67799,693.9381861259,97502.01843128461,32873.4651981095
540,480038,深圳高新R,50,4016.5281,-0.0417,,12209.93156,411.9396931843,55428.9381211949,13409.560036365901
541,480039,深圳高新R（港币）,50,3999.0801,-0.0417,,12209.93156,509.46939308480006,68552.0221844215,16584.391298688402
542,480046,文化创意R,100,1758.001,-0.0298,,31811.14203,416.4201710797,45649.789547655404,9435.4114679617
543,480047,文化创意R（港币）,100,1754.0994,-0.0298,,31811.14203,515.0105160623,56457.5472704996,11669.3205638903
544,480048,国证建材R,30,9403.6166,-0.012,11.1286,5211.14673,90.091056164,9297.065728184301,3946.8405200855
545,480052,绿色金融R,50,1806.3402,-0.0237,,22924.08984,154.47192252780002,39835.2413315067,441.06604496010004
546,480053,绿色金融R（港币）,50,1820.7896,-0.0237,,22924.08984,191.0439793724,49266.3799704731,545.4905559972
547,480055,规模因子R,50,1710.7824,-0.0238,39.9521,10163.65404,379.75969441949997,30307.0792674512,280.78470925880004
548,480056,价值因子R,50,2792.1412,-0.0342,22.1352,17205.24633,331.8189434997,37132.0045942477,1286.4813360401
549,480057,动量因子R,50,2182.2643,-0.0179,30.5817,12623.16659,397.0459700692,32328.1225461592,584.2216720171
550,480058,绿色治理R,100,1353.039,-0.039,18.4784,43317.92284,899.3523351358,83745.5253502242,42425.6990121144
551,480068,蓝色100R,100,2955.7221,-0.018,,14981.13215,131.9990924407,14524.5091985203,401.92465938379996
552,480069,蓝色100R(港币),100,2949.1338,-0.018,,14981.13215,163.250752981,17963.2429495638,497.0830055562
553,483001,内地100R,100,2130.0842,-0.0432,,46271.69223,1352.1360284558,187714.2750111057,72657.8757503753
554,483002,内地100R(港币),100,2151.8917,-0.0432,,46271.69223,1672.2639676887,232156.71559610622,89860.0427752356
555,483003,内地科技50R,50,2590.1389,-0.048,,22095.39118,711.3236585958999,94666.19042206109,38733.0998018039
556,483004,内地科技50R(港币),50,2616.6533,-0.048,,22095.39118,879.7331867386,117078.81278999301,47903.35505980981
557,483005,深港通综指R,0,5959.8887,-0.0343,,313591.9591,4465.2501969227005,511988.9678659828,260122.7222854137
558,483006,深港通综指R(港币),0,6558.1445,-0.0343,,313591.9591,5522.433947406899,633205.3722918642,321708.2691265424
559,483007,深港通100R,100,6631.6802,-0.0422,,52232.45374,1593.5923163459,250865.8149810554,91192.3478314308
560,483008,深港通100R(港币),100,7299.2068,-0.0422,,52232.45374,1970.8856927579002,310259.497323479,112782.59780654039
561,483009,深港通手机产业链R,50,3289.2025,-0.045,,19284.22781,398.3599453893,30145.05235257,15497.6348019908
562,483010,深港通手机产业链R(港币),50,3314.9657,-0.045,,19284.22781,492.6750830821,37282.134715567205,19166.8258864525
563,483011,深港通绿色优选R,100,2162.6614,-0.0388,,46913.58542,936.0143331685001,151114.7189412043,79403.7272482096
564,483012,深港通绿色优选R(港币),100,2174.3275,-0.0388,,46913.58542,1157.622048291,186891.9118499473,98202.956650087
565,483013,深港通能源R,0,6380.5019,0.0044,,15505.95802,133.79621546479999,9991.499224295,5175.302525404501
566,483014,深港通能源R（港币）,0,7021.8427,0.0044,,15505.95802,165.47332339,12357.0226585517,6400.5726186302
567,483015,深港通材料R,0,7333.1447,-0.0176,,57993.55222,784.7761611213,49410.5836302133,24492.049129428502
568,483016,深港通材料R（港币）,0,8065.5154,-0.0176,,57993.55222,970.5793049097,61108.9745094379,30290.7546107548
569,483017,深港通工业R,0,5500.0553,-0.0336,,39795.97178,672.169678041,69048.9306756701,32926.831245788395
570,483018,深港通工业R（港币）,0,6050.0658,-0.0336,,39795.97178,831.3121794314,85396.7982420854,40722.522577678596
571,483019,深港通可选消费R,0,5719.1473,-0.0511,,36713.18763,518.7951844666001,59925.8763581872,31654.007638477997
572,483020,深港通可选消费R（港币）,0,6291.6886,-0.0511,,36713.18763,641.6230930637,74113.6260876334,39148.2441958988
573,483021,深港通主要消费R,0,8589.172,-0.04,,14085.37886,334.3519916051,45580.604117284296,18289.8972647861
574,483022,深港通主要消费R（港币）,0,9448.2657,-0.04,,14085.37886,413.5127633425,56372.1414696389,22620.1673062547
575,483023,深港通医药卫生R,0,6092.9037,-0.0394,,22995.45858,406.5571691191,44562.402231347995,21399.3666228746
576,483024,深港通医药卫生R（港币）,0,6702.4069,-0.0394,,22995.45858,502.8131044619,55112.866480934405,26465.8180691189
577,483025,深港通金融R,0,5631.778,-0.0406,,28580.54203,328.2854005958,73809.0846625198,43861.7692325884
578,483026,深港通金融R（港币）,0,6197.5641,-0.0406,,28580.54203,406.00863725230005,91283.63661942599,54246.173406545
579,483027,深港通信息技术R,0,7131.8872,-0.0382,,56419.96195,944.1727572677,91777.48849473981,53456.6147479583
580,483028,深港通信息技术R（港币）,0,7846.5831,-0.0382,,56419.96195,1167.7134758319999,113506.3985083251,66112.802223415
581,483029,深港通电信业务R,0,3750.7733,-0.0283,,12052.30254,127.2243771552,18210.9287885208,8201.5892236386
582,483030,深港通电信业务R（港币）,0,4126.6117,-0.0283,,12052.30254,157.3456085169,22522.4290098125,10143.349392095699
583,483031,深港通公用事业R,0,5542.4864,-0.011,,11359.30585,88.8448706849,17563.9284745673,7537.102060371601
584,483032,深港通公用事业R（港币）,0,6099.5121,-0.011,,11359.30585,109.8794545497,21722.2625036197,9321.5332031235
585,483033,深港通通信服务R,0,3695.6278,-0.0384,,9684.37662,108.03839747290002,7742.593372226,5091.0990108875
586,483034,深港通通信服务R（港币）,0,4064.3814,-0.0385,,9684.37662,133.617316294,9575.7007321585,6296.4460481856
587,483035,深港通医疗R,0,7043.5021,-0.0401,,3699.94751,80.2719350943,13020.1433796574,5608.6351937073
588,483036,深港通医疗R（港币）,0,7748.0858,-0.0401,,3699.94751,99.277011918,16102.7633354632,6936.5235282879
589,483037,深港通食品零售R,0,2565.6909,-0.0296,,470.57792,3.5695289758,687.0254393166999,209.2409425828
590,483038,深港通食品零售R（港币）,0,2822.3735,-0.0296,,470.57792,4.4146491525,849.6838311589,258.7804551344
591,483039,深港通汽车R,0,6604.9076,-0.042,,8270.86099,169.6252883137,13775.8555126109,7623.7950574208
592,483040,深港通汽车R（港币）,0,7267.0111,-0.042,,8270.86099,209.7853069095,17037.3761932406,9428.769550503
593,483041,深港通服装纺织R,0,9175.1431,-0.0354,,4633.85919,46.2156032437,9694.8789631857,4158.0623077294
594,483042,深港通服装纺织R（港币）,0,10096.106,-0.0354,,4633.85919,57.15738067229999,11990.173740498101,5142.4937805526
595,483043,深港通电脑硬件R,0,6993.9287,-0.0397,,26567.86082,445.65717299519997,36793.1253653088,19487.9638901747
596,483044,深港通电脑硬件R（港币）,0,7692.191,-0.0397,,26567.86082,551.1707689159999,45504.2370363897,24101.9205803111
597,483045,深港通消费服务R,0,3413.605,-0.0622,,8168.75362,48.1737453391,7090.941890771,2254.3794494493
598,483046,深港通消费服务R（港币）,0,3756.7682,-0.0622,,8168.75362,59.5791275793,8769.7447973887,2788.1118304886
599,483047,深港通网络软件R,0,6572.0077,-0.0373,,20787.26881,361.6783598367,44609.3277888362,27657.450432615897
600,483048,深港通网络软件R（港币）,0,7231.8045,-0.0373,,20787.26881,447.3081360612,55170.7534063744,34205.4550574418
601,483049,深港通耐用消费R,0,7872.8715,-0.0394,,4438.69625,86.70380636719999,12843.3663202024,7751.025534584101
602,483050,深港通耐用消费R（港币）,0,8658.5823,-0.0394,,4438.69625,107.2316588802,15884.128822866202,9586.1382933809
603,483051,深港通农牧渔R,0,7299.8135,-0.0191,,7142.44889,92.99611171229999,8745.4144297499,4484.0659540122
604,483052,深港通农牧渔R（港币）,0,8027.8347,-0.0191,,7142.44889,115.0138636643,10815.9779874249,5545.7131900073
605,483053,深港通非银R,0,5522.3452,-0.0421,,12715.91861,196.48157460009998,30524.211200801,20640.6330369647
606,483054,深港通非银R（港币）,0,6077.5036,-0.0421,,12715.91861,242.9997754143,37750.954127148,25527.3747354152
607,483055,深港通工业服务R,0,3247.15,-0.0148,,9298.29143,68.2967426053,6846.1155386962,3623.151190912
608,483056,深港通工业服务R（港币）,0,3571.9144,-0.0148,,9298.29143,84.4665956678,8466.98079893,4480.9559888795
609,483057,深港通电信服务R,0,3825.3236,-0.0112,,2367.92592,19.1859796823,10468.3354162948,3110.4902127511
610,483058,深港通电信服务R（港币）,0,4210.1739,-0.0112,,2367.92592,23.7282922229,12946.728277654,3846.9033439101
611,483059,深港通生科R,0,9050.3184,-0.0482,,4767.321,147.26412578120002,15355.0898523828,8088.6949409111
612,483060,深港通生科R（港币）,0,9954.6882,-0.0482,,4767.321,182.1301028767,18990.5096497915,10003.7466636412
613,483061,深港通基材R,0,7330.8952,-0.0076,,38900.16661,433.9881780571,27294.7968619743,13671.440779673401
614,483062,深港通基材R（港币）,0,8064.0507,-0.0076,,38900.16661,536.7387883591999,33757.0575789825,16908.2606943613
615,483063,深港通化工R,0,7432.4152,-0.03,,19093.38561,350.7879830642,22115.786768239,10820.6083497551
616,483064,深港通化工R（港币）,0,8173.2462,-0.03,,19093.38561,433.8405165505,27351.9169304554,13382.493916393501
617,483065,深港通食品饮料R,0,11001.5119,-0.0473,,5988.36663,229.26020366950002,34256.2408600465,13047.3835272318
618,483066,深港通食品饮料R（港币）,0,12102.7824,-0.0473,,5988.36663,283.5394667008,42366.6317960503,16136.439090381002
619,483067,深港通半导体R,0,11770.9671,-0.037,,9064.83232,136.8372244358,10375.035340594799,6311.2004251677
620,483068,深港通半导体R（港币）,0,12948.7758,-0.037,,9064.83232,169.23457085479998,12831.408065561001,7805.4265856621
621,483069,深港通工业品R,0,6265.2809,-0.0363,,24978.00424,555.3988322139,48234.2785376574,24369.012728445297
622,483070,深港通工业品R（港币）,0,6890.9749,-0.0363,,24978.00424,686.894939513,59654.1608617967,30138.5935279405
623,483071,深港通房地产R,0,4561.1161,-0.0033,,18090.33964,126.27639140129999,32107.641208637204,13128.1925940967
624,483072,深港通房地产R（港币）,0,5019.2607,-0.0033,,18090.33964,156.1730026569,39709.2162023992,16236.3315230272
625,483073,深港通零售R,0,4814.5376,-0.094,,4018.04902,99.4259322801,10161.3778291293,6139.425099987099
626,483074,深港通零售R（港币）,0,5296.0986,-0.094,,4018.04902,122.96526011590001,12567.1099012929,7592.947365237
627,483075,深港通传媒R,0,2019.3588,-0.0267,,7182.96856,68.65080892270001,6359.4558422879,3344.2300031724
628,483076,深港通传媒R（港币）,0,2220.8391,-0.0268,,7182.96856,84.9043589065,7865.092632346899,4135.9960893732
629,483077,深港通运输R,0,5519.5427,-0.0336,,5519.67611,48.4741032218,13968.5365993165,4934.6673264311
630,483078,深港通运输R（港币）,0,6073.7474,-0.0336,,5519.67611,59.95064425060001,17275.6565813587,6102.9730608586
631,483079,深港通制药R,0,4517.3172,-0.0295,,14528.19007,179.0211082436,16187.1689993078,7702.0364882562
632,483080,深港通制药R（港币）,0,4969.3715,-0.0295,,14528.19007,221.4059896673,20019.5934956797,9525.5478771898
633,483081,深港通银行R,0,5681.8264,-0.0394,,15672.69742,126.3708081331,42002.3585399494,22856.424140416402
634,483082,深港通银行R（港币）,0,6252.7943,-0.0395,,15672.69742,156.2895258536,51946.5265389436,28267.7387699119
635,483083,深港通内房股R,50,2286.5469,0.0007,,15426.86727,103.95663052569999,18978.4169821355,6672.6705000911
636,483084,深港通内房股R(港币),50,2299.4441,0.0007,,15426.86727,128.5690024845,23471.629979139303,8252.4511450111
637,483085,深港通节能R,50,2831.253,-0.0209,,15232.26837,366.34993719849996,32639.4128523266,17003.3875339836
638,483086,深港通节能R(港币),50,2846.4039,-0.0209,,15232.26837,453.0865307013,40367.032427724705,21029.0592704226
639,483087,深港通新能源车R,50,6301.1912,-0.0452,,13027.62545,543.5519044824,39092.1792222678,16693.3304351402
640,483088,深港通新能源车R(港币),50,6333.6772,-0.0452,,13027.62545,672.2428332479,48347.6082849609,20645.624805403702
641,483089,深港通大湾区R,50,2797.4055,-0.0382,,16258.32183,581.9625552562001,105685.0310927933,46773.275591113896
642,483090,深港通大湾区R(港币),50,2812.797,-0.0382,,16258.32183,719.7455656417999,130706.4034316669,57847.0665564407
643,483101,内地生物科技R,50,3754.5843,-0.0429,,6546.85252,195.7846131685,23747.381795522597,11797.3575633908
644,483102,内地生物科技R(港币),50,3793.0266,-0.0429,,6546.85252,242.13825382189998,29369.748245901203,14590.466766181102
645,483103,内地医疗器械R,50,2659.5657,-0.0315,,5020.67858,140.6143087301,12229.466130921399,4847.1216781151
646,483104,内地医疗器械R(港币),43,2686.8052,-0.0315,,5020.67858,173.9060727882,15124.898001321399,5994.7175361012
647,483105,内地消费电子R,50,3055.3853,-0.0402,,19590.81522,287.1748551918,23775.1945613209,13547.8624364473
648,483106,内地消费电子R(港币),50,3086.6724,-0.0403,,19590.81522,355.16587968629995,29404.147153244103,16755.4220245986
649,483160,低碳科技R,50,3491.218,-0.0387,,13974.71549,599.8165021682,59635.290668852,30526.9418909804
650,483161,低碳科技R(港币),50,3372.8553,-0.0388,,13974.71549,741.8288705422999,73754.4845539278,37754.4729272593
651,487001,港股50R,50,1559.4924,-0.0412,,19018.67183,772.4387847245,178022.20084168462,60184.8619832727
652,487002,港股50R（人民币）,50,1413.0888,-0.0412,,19018.67183,624.5708281647001,143943.4109345608,48663.673853814405
653,487003,港股通50R,50,1428.6484,-0.0427,,18895.67577,694.4761237422,164108.6078140689,69827.5170180871
654,487004,港股通50R（人民币）,50,1293.4191,-0.0427,,18895.67577,561.5325593743,132693.2970202215,56460.4354353146
655,487006,港股科技R,30,2071.2409,-0.0499,,7370.49895,521.7558427676,84509.20178410481,28546.120717566202
656,487007,港股科技R（人民币）,30,1875.1885,-0.0499,,7370.49895,421.87612178660004,68331.6052865736,23081.5368286025
657,487008,港股通科技R,30,2287.3679,-0.0536,,6958.29907,409.08920916980003,67169.4278083871,18272.0907070639
658,487009,港股通科技R（人民币）,30,2070.8573,-0.0536,,6958.29907,330.7772618584,54311.1842430275,14774.2643830106
659,487010,港股大中盘R,300,1248.6921,-0.0372,,74161.76156,1260.9786197684,294482.3061618604,155387.0807064071
660,487011,港股大中盘R（人民币）,300,1130.4973,-0.0371,,74161.76156,1019.5894825861,238109.55829329512,125641.33184677901
661,487012,港股大盘R,100,1219.9249,-0.0381,,40920.43369,1003.2506404458001,238457.30840411672,124311.8972118816
662,487013,港股大盘R（人民币）,100,1104.4535,-0.0381,,40920.43369,811.1983703452,192809.4258563166,100514.87072861119
663,487014,港股中盘R,200,1446.5594,-0.0325,,33241.32787,257.7279793226,56024.9977577437,26562.075440005498
664,487015,港股中盘R（人民币）,200,1309.6348,-0.0324,,33241.32787,208.39111224090001,45300.13243697849,21477.2973385245
665,487016,港股通红利R,30,1845.616,-0.0157,,21321.25068,159.0254513865,58197.4373250162,1268.1216166215
666,487017,港股通红利R（人民币）,30,1911.9774,-0.0157,,21321.25068,128.5832092276,47056.7018978884,1025.3650955514
667,487018,港股通生物科技R,30,1593.2488,-0.0526,,2719.37894,49.5244285705,7323.662073316899,3177.950297005
668,487019,港股通生物科技R（人民币）,30,1470.6646,-0.0526,,2719.37894,40.0439672093,5921.6934426215,2569.5952716493
669,487020,内房股R,30,1929.4674,0.0,,6248.00644,57.7941371633,16800.3456830973,4968.2425182179995
670,487021,内房股R（人民币）,30,1998.8442,0.0,,6248.00644,46.730605486099996,13584.255508982,4017.1718529552004
671,487022,港股通文体娱乐R,30,2027.1125,-0.0531,,6275.22439,333.0881559618,65222.4424580733,11532.1396084405
672,487023,港股通文体娱乐R（人民币）,30,2099.9997,-0.0531,,6275.22439,269.32509026599996,52736.9102983243,9324.542123196501
673,AITCNYG,中华陆股通行业龙头R,50,6130.1133,-0.0348,16.0906,44913.06295,1093.6794397218,160525.9383064571,64651.1518450167
674,BNRCNYG,中华一带一路R,100,2455.6212,-0.0242,,49174.3394,862.0347279545,154563.688419952,55157.987057657
675,CN2008,中小300R,300,1797.754,-0.0327,25.6548,66576.59631,1158.9865717871,101617.10848956241,50447.1018961592
676,CN2010,深证700R,700,8392.7193,-0.0225,24.0032,136628.93757,1490.0292785834,80244.3861113728,41253.701169628504
677,CN2011,深证1000R,1000,7131.8457,-0.032,22.93,235622.60189,3631.9544889379,274923.3970083809,136228.41728775302
678,CN2012,创业300R,300,3809.0083,-0.0373,43.0657,47648.35765,1130.2655175434,82352.9638640095,41007.789163209105
679,CN2013,深市精选R,0,6761.3213,-0.032,19.1792,119614.5153,2024.8312004543,168817.7781895781,82471.6264675703
680,CN2015,中小创新R,500,2685.8536,-0.0209,26.893,90391.60368,949.0345125932,45118.1487488247,23697.9163964366
681,CN2016,深证创新R,100,4695.2101,-0.0341,41.0068,18217.49792,759.4408066351,62857.0303954096,1504.3543763056
682,CN2017,SME创新R,100,3961.2164,-0.0315,32.4637,18108.33599,513.1043622725,42123.0347334538,949.1896655385001
683,CN2018,创业创新R,100,4865.6148,-0.0288,48.7347,13701.11758,540.4018507968,42425.4378149961,1275.3281399219
684,CN2030,碳科技30R,30,4375.3172,-0.0383,74.9921,4823.48443,319.0028507903,24821.420381788503,9058.3732651163
685,CN2050,创新引擎R,50,3111.6722,-0.0372,18.4469,15488.10717,330.8138295705,34721.4264898879,15686.2927126348
686,CN2060,碳科技60R,60,3663.9896,-0.0402,34.2112,16085.90517,652.3461441133,58313.259714894695,29875.504065282003
687,CN2088,深创100R,100,4330.7632,-0.042,28.3423,28418.90907,982.6095306072999,92969.75864049769,47804.437615228606
688,CN2269,创质量R,100,6045.9227,-0.0341,44.2539,8898.10487,404.60747315410003,29773.234428847,15761.885486763
689,CN2275,创医药R,50,4812.2759,-0.0352,31.4072,7345.14136,178.3354804806,17495.7725773659,6977.0487811111
690,CN2276,创科技R,50,6058.9351,-0.0385,50.5065,8650.09793,411.3863007581,33903.178907232796,13296.0690186636
691,CN2277,公共健康R,50,3405.2345,-0.0302,28.584,12102.07071,223.1414952156,16194.0045917932,5697.143047609
692,CN2278,长江100R,100,2284.6231,-0.0378,26.404,36103.58071,814.9524211964,73470.3279770872,34134.6731257184
693,CN2279,云科技50R,50,3200.1854,-0.0443,30.4158,12665.87902,313.0734701062,26156.5929335755,14300.2269412826
694,CN2280,生物50R,50,3654.8938,-0.0314,29.6368,6130.07444,171.4867033386,16042.584823687299,7097.9463823703
695,CN2281,电子50R,50,3404.3661,-0.0428,20.9795,15985.16556,240.8064378134,17343.5253859058,9648.9029058546
696,CN2282,大数据50R,50,4208.597,-0.0408,32.771,12520.03104,207.78469756200002,9492.9007754603,5366.9899091996
697,CN2283,机器人50R,50,3335.6019,-0.0446,25.4203,6880.47451,146.823781124,13506.6482467595,5607.2650721738
698,CN2284,AI 50R,50,3420.1957,-0.0441,31.6423,11212.99585,212.62994961419997,16059.3697434323,7738.9613873291
699,CN2285,物联网50R,50,4319.8414,-0.044,27.7953,13572.3922,366.94505303169996,29702.7614496181,16152.5447160726
700,CN2286,区块链50R,50,3411.8876,-0.0335,17.7252,20340.55581,279.8637311054,21015.5244989071,7224.959504821501
701,CN2291,创精选88R,88,4144.9873,-0.0284,38.948,13105.96849,180.59331524959998,10553.2286624675,5832.2032442711
702,CN2292,民企发展R,500,1280.1052,-0.0211,24.908,71606.82674,610.5988562336,25274.169627593597,11305.5438503097
703,CN2293,创业大盘R,50,5285.8281,-0.0431,46.0645,8552.59406,515.1605371357,47085.00400649769,20658.173213152
704,CN2294,中小创Q R,50,4064.1866,-0.035,22.4253,17464.90406,375.82485372220003,39919.4857144527,19547.564799427
705,CN2295,创业蓝筹R,50,5494.9151,-0.0337,46.7217,6547.30514,345.1888604319,35834.219906545804,6551.8354245857
706,CN2296,创成长R,50,6572.9949,-0.0381,54.0524,8705.71757,488.0355181653,35482.6472419996,7463.3724604373
