,指数代码,指数简称,样本数,收盘点位,涨跌幅,PE滚动,成交量,成交额,总市值,自由流通市值
936,CN6029,云南指数,0,7679.4836,-0.0183,32.073,11556.81449,168.4925208751,9960.1872134268,4507.2535422845
937,CN6030,浙江指数,0,6960.8708,-0.0246,22.0747,78594.05604,1058.2881761242,72481.5883455468,31855.8328580528
938,CN6031,重庆指数,0,3629.5913,-0.0238,16.4397,11767.60745,120.48428792760001,10251.3108345448,4495.8665164101
939,CN6032,农副指数,0,2537.5932,-0.0254,39.9204,6692.22878,79.3149493185,8059.3514406470995,2648.574842486
940,CN6033,食品指数,0,1875.6864,-0.0287,32.4945,3018.41195,41.8165497591,2825.9484405422,1209.1262173955001
941,CN6034,饮料指数,0,5264.3779,-0.0524,32.8192,1800.34161,147.1236938017,14275.9197873797,6295.3430488111
942,CN6036,纺织指数,0,1410.6796,-0.0181,21.7624,3966.43336,17.8110412971,1325.9486485731,568.7515890686
943,CN6037,服装指数,0,1406.7283,-0.0095,20.8227,5409.25743,31.2356611963,1370.2645989009,617.6197923392
944,CN6039,木材指数,0,3850.4085,-0.0218,11.6183,210.18913,2.4079406504,216.90018143880002,102.2703549213
945,CN6041,造纸指数,0,2278.5541,-0.0118,16.5868,4277.54115,44.7262100243,1546.0701980473002,729.1613641502
946,CN6042,印刷指数,0,2753.486,-0.006,30.9716,1449.3374,12.515027973299999,484.1886304585,284.0293154386
947,CN6043,文教指数,0,1652.4381,0.024,65.1928,4693.22216,27.7003507737,585.3792821239,246.9205589023
948,CN6044,石化指数,0,1796.4752,-0.0155,21.9521,2827.13024,33.2473841882,908.4719167074,447.87582084919995
949,CN6045,化学指数,0,2565.3705,-0.0174,26.8026,26084.66724,431.68526351519995,20740.1734981602,10352.6722156613
950,CN6046,医药指数,0,2164.5273,-0.0217,28.766,27355.41921,466.8669188586,22047.391811819103,11023.3942954221
951,CN6047,化纤指数,0,3829.4925,-0.0548,15.5368,5235.62889,56.3178567528,4387.5134254336,1621.1173321207998
952,CN6048,橡胶指数,0,2907.7951,-0.033,20.7027,5367.68569,81.9933212655,6172.8263515178005,3085.7451487365997
953,CN6049,矿物指数,0,2646.2026,-0.0163,16.7829,5125.89151,84.526669013,7486.8331382609995,3205.6282638983002
954,CN6050,钢铁指数,0,2030.5836,-0.01,7.7269,7954.56861,57.9542362725,4028.190779245,1319.8069062833001
955,CN6051,有色指数,0,2055.871,-0.0104,29.6891,16890.39581,257.5355218789,9580.2402442237,5567.3685597325
956,CN6052,金属指数,0,2472.3779,-0.0224,16.675,7186.81158,79.6595869971,4290.9193861016,1994.6132970753
957,CN6053,通用指数,0,1919.7811,-0.0253,33.6962,14510.54935,149.5452484157,7163.9602710125,3627.5088029336
958,CN6054,专用指数,0,2216.4163,-0.0312,33.7916,17604.70034,335.68066109020003,21073.6586334614,9740.2489935025
959,CN6055,汽车指数,0,2795.1599,-0.0341,32.7457,7196.34709,142.1249578607,11056.687346409299,5198.0959214858
960,CN6056,交运指数,0,1791.7894,-0.0114,47.1708,3349.66449,46.6671353472,3773.7064169665005,1881.9387659585
961,CN6057,电气指数,0,5392.0658,-0.0391,34.2915,24429.68205,554.5963385889,40245.7668502906,22155.344241965897
962,CN6058,电子指数,0,2902.4711,-0.037,27.6318,38544.29041,623.3424679964,47008.226060786605,25190.473242091
963,CN6059,仪表指数,0,2558.4451,-0.0234,37.3574,2334.99681,33.7133349865,2019.3793930829002,1024.0107131451
964,CN6060,其他指数,0,1025.9009,-0.0219,21.9019,475.32616,7.8983352482,480.1924675946,172.52765163729998
965,CN6073,国证能源R,0,3551.004,-0.0006,11.6311,45612.03371,351.29569900660005,31805.7297377083,7261.8305936854
966,CN6074,国证非银R,0,6884.0493,-0.027,12.6146,13323.18509,235.3014863316,35473.093296347004,16145.5258249168
967,CN6075,国证软件R,0,6876.9681,-0.0335,36.6869,25397.25506,330.7065262112,18594.4826202406,11154.263889161499
968,CN6077,国证电影R,0,1404.6978,-0.0233,29.5421,3806.13803,31.257731009,2073.7344442975,777.3380302738001
969,CN6079,国证中药R,0,10677.4582,-0.0187,27.7865,8890.26558,130.5746316936,8638.3993683813,3865.2136481248
970,CN6082,国证航天R,0,6694.0411,-0.0138,57.151,5351.28949,111.0180621031,8541.329227289,4102.5823908304
971,CN6084,电信服务R,0,2228.1996,-0.0151,20.2064,2864.39991,25.5391976752,1584.2145136095999,842.6337894123
972,CN6085,服装纺织R,0,1849.0486,-0.0155,17.1799,12102.97907,74.1642316368,6368.0930051599,2200.2857577878
973,CN6086,工业服务R,0,3336.5255,-0.0044,9.5125,39824.84132,278.4498852598,20484.0319672771,9166.6089392822
974,CN6087,工业用品R,0,5642.4758,-0.0314,33.1993,49938.76648,879.1521507096,70162.03530358,34978.095858892004
975,CN6088,国证公用R,0,3333.4375,-0.0111,18.536,24445.97815,175.3389460061,21770.4616984865,6539.4670173408995
976,CN6090,国证化工R,0,5744.6642,-0.0281,17.7263,40466.58097,674.1198531841001,38504.2190016531,18520.6305108277
977,CN6092,国证家用R,0,6215.6574,-0.0116,48.5135,1858.39769,24.763036271999997,2213.3146564525,477.64245824889997
978,CN6093,国证零售R,0,2069.7383,-0.0176,19.794,9055.60146,66.7798780743,4576.9762982203,1969.7842568301
979,CN6094,耐用消费R,0,10902.0755,-0.0335,16.3091,7068.65268,120.63661672629999,14481.1959330097,4429.0590494885
980,CN6095,食品零售R,0,2754.8596,-0.0186,32.051,1106.82369,6.8733744109,1135.7272601532002,298.6419708595
981,CN6097,消费服务R,0,8056.0566,-0.0459,22.9199,7139.09274,96.00319333200001,6813.197453665,1463.6790880093
982,CN6099,国证制药R,0,7790.6828,-0.0259,26.9973,21412.17744,336.675452368,23557.7529409868,11835.658180409198
983,CN6100,白色家电R,0,48920.789,-0.0202,14.3898,2845.37046,76.6815627378,8998.4683649243,606.3525564533
984,CN6101,国证百货R,0,2552.8808,-0.0158,20.1057,3228.65366,27.5672316907,2292.645528692,952.8030683254
985,CN6102,国证空运R,0,2031.4324,-0.0836,28.2956,3211.46947,28.1470058285,3417.9393141734004,1079.8808260237
986,CN6104,建筑工程R,0,2799.884,0.0056,7.2672,29276.19417,172.7197577955,12822.302583018101,5086.2335391258
987,CN6105,路桥港口R,0,3213.9855,-0.0381,11.5024,11386.8328,57.2825831341,7435.790810820799,1778.1496598601002
988,CN6106,酒店餐饮R,0,12019.9083,-0.0521,21.1995,4470.25549,77.49216749760001,6214.4013957336,960.3892617222
989,CN6107,国证水务R,0,2481.617,-0.0123,15.0725,2678.96464,16.3489120751,1376.526113343,404.8720008131
990,CN6108,国证机械R,0,4644.9918,-0.0287,23.0284,10465.68407,116.8544276776,8045.992167567701,4107.839906271501
991,CN6109,中创100美元R,100,2979.2401,-0.0408,,26014.39092,157.9822757446,,
992,CN6110,1000电信R,0,3566.9282,-0.0411,26.1707,6045.614,103.76255783379999,11216.114515407,4367.8437081402
993,CN6111,定增综指R,0,2983.1435,-0.0278,29.2408,53360.88902,813.1487798385001,47906.351469707,24093.6224904571
994,CN6122,中小能源R,0,2312.2722,-0.0165,25.1653,870.11136,10.931193248900001,294.49792771110003,137.1529293883
995,CN6123,中小材料R,0,3876.0069,-0.0176,23.9353,12651.64849,187.5031960435,8477.9254258646,4713.4341806682005
996,CN6124,中小工业R,0,2117.3042,-0.02,27.7823,20873.92013,218.62990767169998,11461.5279126569,5841.1825835292
997,CN6125,中小可选R,0,1483.9219,-0.0301,26.6037,14724.85998,97.69113448879999,4629.4256001872,2309.1975454097
998,CN6126,中小消费R,0,3532.9802,-0.0142,34.7829,3678.01219,41.1741013465,2573.4108814515,1244.7682349579
999,CN6127,中小医药R,0,2933.1528,-0.0091,20.819,11154.52792,97.876426388,3789.3541797913,1889.0303694713
1000,CN6128,中小金融R,0,2201.4461,-0.0129,14.7579,184.10661,1.5190816665,278.6559383499,131.0926637316
1001,CN6129,中小信息R,0,3491.4907,-0.027,35.6621,17712.89596,230.5963697721,9586.5864836052,5522.535245685401
1002,CN6130,中小电信R,0,2699.4549,-0.0276,58.6091,3550.31546,32.219715485100004,1757.0853870606,985.8503923753
1003,CN6131,中小公用R,0,1929.1532,-0.0094,27.6138,2950.81054,22.7614501793,1279.2810916576,562.5829678441
1004,CN6138,大盘红利R,50,9149.3953,-0.0071,8.3391,10817.61071,114.25392194959998,11972.8699436515,502.4217258539
1005,CN6139,稳进价值R,50,8626.091,-0.0057,10.6611,11448.52077,137.0873555513,6499.694478118299,426.5265279787
1006,CN6140,先锋成长R,50,38713.9924,-0.0075,39.8693,3963.22819,35.5580689539,1388.9268693328,222.6569172125
1007,CN6141,优势价值R,50,8368.7312,-0.0173,12.347,7297.50618,84.8403939841,6017.7602685337,166.9791498473
1008,FACCNYG,中华A股外资优先配置R,50,3351.6442,-0.0376,20.2658,29402.67547,1266.7365270793,152738.9043463684,80396.9799915296
1009,GBACNYG,中华粤港澳大湾区优势产业R,100,2528.4575,-0.0355,,25420.72582,705.1264692291,118997.23029857929,39385.5137831811
1010,GTHHKDG,中华港股通成长R,40,6532.2274,-0.0328,,5494.17421,142.0891987881,22081.4853240001,386.6528653607
1011,IBTCNYG,中华创新医药R,30,11980.7865,-0.0422,,5704.8269,217.8349448088,23324.5769673081,10893.9408359065
1012,MOTHKDG,中华港股通护城河R,40,4733.9576,-0.0386,,6187.36488,296.7431480321,65826.3023931838,7484.1343099434
1013,PELHKDG,中华港股通泛休闲娱乐R,30,4591.952,-0.0487,,5377.46398,242.7142533341,53255.545403315,5274.4075552685
1014,RETHKDG,中华房地产信托基金R,30,4346.9235,-0.0102,,237.68449,4.5771499613,2127.0759438017003,405.549919166
1015,VALHKDG,中华港股通价值R,40,5788.3915,-0.0156,,12455.87384,45.1271604449,13681.5940704481,140.8725869049
1016,YLVHKDG,中华高股息低波动R,40,4417.3221,-0.0124,,8579.20591,87.10799895129999,51248.884574474905,24004.2397419199
1017,921110,长三角地债,0,113.6912,0.0005,,1703.413,174.32622511,,
1018,921111,浙江省地债,0,114.1078,0.0005,,133.413,13.42229021,,
1019,921112,江苏省地债,0,113.4428,0.0005,,1416.0,145.462734,,
1020,921113,广东省地债,0,114.0644,0.0004,,599.0,60.6269258,,
1021,921114,四川省地债,0,113.4933,0.0005,,22.0,2.2152737,,
1022,921115,山东省地债,0,113.3222,0.0005,,392.07,39.7940664,,
1023,921116,贵州省地债,0,112.9718,0.0005,,151.0,15.1309854,,
1024,921117,河南省地债,0,113.2772,0.0005,,76.0,7.6236991,,
1025,921118,河北省地债,0,113.6682,0.0006,,78.0,7.7717808,,
1026,921119,湖南省地债,0,113.5758,0.0003,,140.0,14.227024,,
1027,921120,湖北省地债,0,113.6877,0.0005,,86.0,8.6882364,,
1028,921121,云南省地债,0,113.3164,0.0003,,174.0,17.4100983,,
1029,921122,福建省地债,0,113.8642,0.0004,,123.0,12.4012443,,
1030,921123,辽宁省地债,0,112.9744,0.0005,,15.0,1.52687,,
1031,921124,安徽省地债,0,113.4301,0.0004,,120.0,12.02531,,
1032,921125,陕西省地债,0,113.5266,0.0007,,79.0,7.9738012,,
1033,922110,长三角地债(净价),0,102.8077,0.0004,,1703.413,174.32622511,,
1034,922111,浙江省地债(净价),0,103.2104,0.0004,,133.413,13.42229021,,
1035,922112,江苏省地债 (净价),0,102.6054,0.0004,,1416.0,145.462734,,
1036,922113,广东省地债(净价),0,103.1008,0.0004,,599.0,60.6269258,,
1037,922114,四川省地债(净价),0,102.3157,0.0004,,22.0,2.2152737,,
1038,922115,山东省地债(净价),0,102.2534,0.0004,,392.07,39.7940664,,
1039,922116,贵州省地债 (净价),0,101.8953,0.0004,,151.0,15.1309854,,
1040,922117,河南省地债(净价),0,102.1811,0.0004,,76.0,7.6236991,,
1041,922118,河北省地债(净价),0,102.4589,0.0006,,78.0,7.7717808,,
1042,922119,湖南省地债(净价),0,102.545,0.0002,,140.0,14.227024,,
1043,922120,湖北省地债(净价),0,102.6658,0.0005,,86.0,8.6882364,,
1044,922121,云南省地债(净价),0,102.2878,0.0003,,174.0,17.4100983,,
1045,922122,福建省地债 (净价),0,102.8083,0.0003,,123.0,12.4012443,,
1046,922123,辽宁省地债 (净价),0,101.9392,0.0004,,15.0,1.52687,,
1047,922124,安徽省地债(净价),0,102.2666,0.0003,,120.0,12.02531,,
1048,922125,陕西省地债(净价),0,102.2606,0.0006,,79.0,7.9738012,,
1049,923110,长三角地债 (全价),0,113.6912,0.0005,,1703.413,174.32622511,,
1050,923111,浙江省地债(全价),0,114.1078,0.0005,,133.413,13.42229021,,
1051,923112,江苏省地债(全价),0,113.4428,0.0005,,1416.0,145.462734,,
1052,923113,广东省地债(全价),0,114.0644,0.0004,,599.0,60.6269258,,
1053,923114,四川省地债(全价),0,113.4933,0.0005,,22.0,2.2152737,,
1054,923115,山东省地债(全价),0,113.3222,0.0005,,392.07,39.7940664,,
1055,923116,贵州省地债(全价),0,112.9718,0.0005,,151.0,15.1309854,,
1056,923117,河南省地债(全价),0,113.2772,0.0005,,76.0,7.6236991,,
1057,923118,河北省地债(全价),0,113.6682,0.0006,,78.0,7.7717808,,
1058,923119,湖南省地债(全价),0,113.5758,0.0003,,140.0,14.227024,,
1059,923120,湖北省地债(全价),0,113.6877,0.0005,,86.0,8.6882364,,
1060,923121,云南省地债 (全价),0,113.3164,0.0003,,174.0,17.4100983,,
1061,923122,福建省地债 (全价),0,113.8642,0.0004,,123.0,12.4012443,,
1062,923123,辽宁省地债 (全价),0,112.9744,0.0005,,15.0,1.52687,,
1063,923124,安徽省地债(全价),0,113.4301,0.0004,,120.0,12.02531,,
1064,923125,陕西省地债(全价),0,113.5266,0.0007,,79.0,7.9738012,,
1065,980025,北股交指,0,2127.4114,0.0,,,,,
1066,B10013,深证地债,0,124.2866,0.0005,,3554.1193,360.86973314,,
1067,B10014,一般地债,0,124.1742,0.0005,,1058.0063,106.99685604,,
1068,B10015,专项地债,0,124.3906,0.0005,,2496.113,253.8728771,,
1069,B10016,深证地债1-3,0,122.4183,0.0004,,160.0,16.1727394,,
1070,B10017,深证地债3-5,0,125.3785,0.0007,,300.113,30.2459048,,
1071,B10018,深证地债5-10,0,127.1433,0.0005,,2994.0063,304.36373834,,
1072,B20013,深证地债(净价),0,101.607,0.0004,,3554.1193,360.86973314,,
1073,B20014,一般地债(净价),0,101.4056,0.0004,,1058.0063,106.99685604,,
1074,B20015,专项地债(净价),0,101.9796,0.0004,,2496.113,253.8728771,,
1075,B20016,深证地债1-3(净价),0,100.6215,0.0003,,160.0,16.1727394,,
1076,B20017,深证地债3-5(净价),0,102.66,0.0006,,300.113,30.2459048,,
1077,B20018,深证地债5-10(净价),0,103.395,0.0004,,2994.0063,304.36373834,,
1078,B30013,深证地债(全价),0,115.486,0.0005,,3554.1193,360.86973314,,
1079,B30014,一般地债(全价),0,114.9373,0.0005,,1058.0063,106.99685604,,
1080,B30015,专项地债(全价),0,116.7711,0.0005,,2496.113,253.8728771,,
1081,B30016,深证地债1-3(全价),0,114.4287,0.0004,,160.0,16.1727394,,
1082,B30017,深证地债3-5(全价),0,116.6719,0.0007,,300.113,30.2459048,,
1083,B30018,深证地债5-10(全价),0,116.7628,0.0005,,2994.0063,304.36373834,,
1084,CN6070,中国股基指数,0,12866.8686,0.0048,,,,,
1085,CN6071,中国混基指数,0,12211.6857,0.002,,,,,
1086,CN6072,中国债基指数,0,2815.6642,0.0,,,,,
1087,CN6112,货基指数,0,1691.3605,0.0001,,,,,
1088,CN6113,年金指数,0,3119.246,-0.0009,,,,,
1089,CN6114,生命周期(20-35)基金指数,0,5534.4869,-0.0036,,,,,
1090,CN6115,生命周期(15-20)基金指数,0,4624.5563,-0.0027,,,,,
1091,CN6116,生命周期(10-15)基金指数,0,3712.4925,-0.0017,,,,,
1092,CN6117,生命周期(5-10)基金指数,0,2803.2895,-0.0007,,,,,
1093,CN6118,生命周期(0-5)基金指数,0,1991.6345,0.0003,,,,,
1094,CNB00001,国证利率,0,147.0123,0.0,,46467.0102,4694.3244750677,,
1095,CNB00002,国证国债,0,141.7676,0.0001,,16696.3655,1683.5531265323002,,
1096,CNB00003,国证政金,0,150.8583,0.0,,29770.6447,3010.7713485353997,,
1097,CNB00004,国证利率0-1,0,138.779,0.0,,5700.7103,572.140718749,,
1098,CNB00005,国证利率1-5,0,147.2616,-0.0001,,12006.0239,1215.2154902667999,,
1099,CNB00006,国证利率5-10,0,152.9611,0.0001,,28760.276,2906.9682660519,,
1100,CNB00007,国证国债0-1,0,133.4923,0.0,,3359.7983,337.24700725400004,,
1101,CNB00008,国证国债1-5,0,140.9334,0.0,,4764.3032,479.9647440468,,
1102,CNB00009,国证国债5-10,0,147.7451,0.0002,,8572.264,866.3413752314999,,
1103,CNB00010,国证政金0-1,0,142.4386,-0.0001,,2340.912,234.893711495,,
1104,CNB00011,国证政金1-5,0,151.5766,-0.0001,,7241.7207,735.25074622,,
1105,CNB00012,国证政金5-10,0,157.1879,0.0001,,20188.012,2040.6268908204001,,
1106,CNB00013,高等级绿色债券,0,164.7437,0.0004,,2336.0188,236.1341245532,,
1107,CNB00014,高等级非贴标绿债,0,165.1145,0.0004,,2237.6114,226.18866606,,
1108,CNB00015,高等级贴标绿债,0,123.0002,0.0001,,98.4074,9.9454584932,,
1109,CNB10001,国证利率(净价),0,102.3432,-0.0001,,46467.0102,4694.3244750677,,
1110,CNB10002,国证国债(净价),0,101.9897,0.0,,16696.3655,1683.5531265323002,,
1111,CNB10003,国证政金(净价),0,102.3787,-0.0001,,29770.6447,3010.7713485353997,,
1112,CNB10004,国证利率0-1(净价),0,98.0994,-0.0001,,5700.7103,572.140718749,,
1113,CNB10005,国证利率1-5(净价),0,102.4688,-0.0002,,12006.0239,1215.2154902667999,,
1114,CNB10006,国证利率5-10(净价),0,105.6076,0.0001,,28760.276,2906.9682660519,,
1115,CNB10007,国证国债0-1(净价),0,98.075,0.0,,3359.7983,337.24700725400004,,
1116,CNB10008,国证国债1-5(净价),0,101.7068,-0.0001,,4764.3032,479.9647440468,,
1117,CNB10009,国证国债5-10(净价),0,104.9036,0.0001,,8572.264,866.3413752314999,,
1118,CNB10010,国证政金0-1(净价),0,97.9798,-0.0002,,2340.912,234.893711495,,
1119,CNB10011,国证政金1-5(净价),0,102.7766,-0.0002,,7241.7207,735.25074622,,
1120,CNB10012,国证政金5-10(净价),0,105.7094,0.0,,20188.012,2040.6268908204001,,
1121,CNB10013,高等级绿色债券(净价),0,105.6894,0.0002,,2336.0188,236.1341245532,,
1122,CNB10014,高等级非贴标绿债（净价）,0,105.4096,0.0003,,2237.6114,226.18866606,,
1123,CNB10015,高等级贴标绿债（净价）,0,101.7354,0.0,,98.4074,9.9454584932,,
1124,CNB20001,国证利率(全价),0,107.3001,-0.0001,,46467.0102,4694.3244750677,,
1125,CNB20002,国证国债(全价),0,105.8041,0.0001,,16696.3655,1683.5531265323002,,
1126,CNB20003,国证政金(全价),0,108.1771,-0.0002,,29770.6447,3010.7713485353997,,
1127,CNB20004,国证利率0-1(全价),0,108.5106,0.0,,5700.7103,572.140718749,,
1128,CNB20005,国证利率1-5(全价),0,108.8312,-0.0001,,12006.0239,1215.2154902667999,,
1129,CNB20006,国证利率5-10(全价),0,105.3903,-0.0002,,28760.276,2906.9682660519,,
1130,CNB20007,国证国债0-1(全价),0,107.0537,0.0,,3359.7983,337.24700725400004,,
1131,CNB20008,国证国债1-5(全价),0,106.8767,0.0,,4764.3032,479.9647440468,,
1132,CNB20009,国证国债5-10(全价),0,104.3188,0.0002,,8572.264,866.3413752314999,,
1133,CNB20010,国证政金0-1(全价),0,109.2157,-0.0001,,2340.912,234.893711495,,
1134,CNB20011,国证政金1-5(全价),0,109.8871,-0.0001,,7241.7207,735.25074622,,
1135,CNB20012,国证政金5-10(全价),0,105.9193,-0.0004,,20188.012,2040.6268908204001,,
1136,CNB20013,高等级绿色债券（全价）,0,113.2452,0.0,,2336.0188,236.1341245532,,
1137,CNB20014,高等级非贴标绿债（全价）,0,112.6975,0.0,,2237.6114,226.18866606,,
1138,CNB20015,高等级贴标绿债（全价）,0,105.6472,0.0001,,98.4074,9.9454584932,,
