,trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
0,2022-04-13,18.2088,21.9708,1.497,1.4929,1.195,1.3863,1.3863,218131.2
1,2022-04-12,18.3602,22.1536,1.5095,1.5054,1.2049,1.3749,1.3749,219945.6
2,2022-04-11,17.889,21.585,1.4707,1.4667,1.174,1.4111,1.4111,214300.8
3,2022-04-08,18.3266,22.113,1.5067,1.5026,1.2027,1.3774,1.3774,219542.4
4,2022-04-07,18.6295,22.4785,1.5316,1.5274,1.2226,1.355,1.355,223171.2
5,2022-04-06,18.9493,22.8643,1.5579,1.5537,1.2436,1.3321,1.3321,227001.6
6,2022-04-01,18.5454,22.3769,1.5247,1.5205,1.2171,1.3612,1.3612,222163.2
7,2022-03-31,18.781,22.6612,1.5441,1.5399,1.2325,1.3441,1.3441,224985.6
8,2022-03-30,18.7305,22.6003,1.5399,1.5357,1.2292,1.3477,1.3477,224380.8
9,2022-03-29,18.5117,22.3363,1.5219,1.5178,1.2149,1.3636,1.3636,221760.0
10,2022-03-28,18.9829,22.9049,1.5607,1.5564,1.2458,1.3298,1.3298,227404.8
11,2022-03-25,18.6632,22.5191,1.5344,1.5302,1.2248,1.3526,1.3526,223574.4
12,2022-03-24,18.6127,22.4581,1.5302,1.5261,1.2215,1.3562,1.3562,222969.6
13,2022-03-23,18.781,22.6612,1.5441,1.5399,1.2325,1.3441,1.3441,224985.6
14,2022-03-22,18.6632,22.5191,1.5344,1.5302,1.2248,1.3526,1.3526,223574.4
15,2022-03-21,18.6463,22.4988,1.533,1.5288,1.2237,1.3538,1.3538,223372.8
16,2022-03-18,18.3602,22.1536,1.5095,1.5054,1.2049,1.3749,1.3749,219945.6
17,2022-03-17,18.1751,21.9302,1.4943,1.4902,1.1928,1.3889,1.3889,217728.0
18,2022-03-16,17.99,21.7068,1.479,1.475,1.1806,1.4032,1.4032,215510.4
19,2022-03-15,17.5188,21.1383,1.4403,1.4364,1.1497,1.4409,1.4409,209865.6
20,2022-03-14,18.2929,22.0723,1.504,1.4998,1.2005,1.3799,1.3799,219139.2
21,2022-03-11,18.7305,22.6003,1.5399,1.5357,1.2292,1.3477,1.3477,224380.8
22,2022-03-10,18.4949,22.316,1.5206,1.5164,1.2138,1.3649,1.3649,221558.4
