,trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
0,2022-04-13,15.6954,15.2833,1.5064,3.0277,2.7275,,,302148.44
1,2022-04-12,15.8339,15.4181,1.5197,3.0544,2.7516,,,304815.24
2,2022-04-11,15.7369,15.3237,1.5104,3.0357,2.7347,,,302948.48
3,2022-04-08,16.2702,15.8431,1.5616,3.1386,2.8274,,,313215.66
4,2022-04-07,16.5473,16.1128,1.5881,3.1921,2.8755,,,318549.26
5,2022-04-06,16.7759,16.3354,1.6101,3.2362,2.9153,,,322949.48
6,2022-04-01,16.5958,16.1601,1.5928,3.2014,2.884,,,319482.64
7,2022-03-31,16.6512,16.214,1.5981,3.2121,2.8936,,,320549.36
8,2022-03-30,16.575,16.1398,1.5908,3.1974,2.8803,,,319082.62
9,2022-03-29,16.3811,15.951,1.5722,3.16,2.8466,,,315349.1
10,2022-03-28,16.5612,16.1263,1.5895,3.1947,2.8779,,,318815.94
11,2022-03-25,16.8382,16.3961,1.6161,3.2482,2.9261,,,324149.54
12,2022-03-24,16.8867,16.4433,1.6207,3.2575,2.9345,,,325082.92
13,2022-03-23,16.7828,16.3422,1.6107,3.2375,2.9165,,,323082.82
14,2022-03-22,16.7828,16.3422,1.6107,3.2375,2.9165,,,323082.82
15,2022-03-21,16.7828,16.3422,1.6107,3.2375,2.9165,,,323082.82
16,2022-03-18,16.5404,16.1061,1.5875,3.1907,2.8743,,,318415.92
17,2022-03-17,16.3603,15.9307,1.5702,3.156,2.843,,,314949.08
18,2022-03-16,16.1525,15.7284,1.5503,3.1159,2.8069,,,310948.88
19,2022-03-15,15.8616,15.4451,1.5223,3.0598,2.7564,,,305348.6
20,2022-03-14,16.8105,16.3691,1.6134,3.2428,2.9213,,,323616.18
21,2022-03-11,17.2607,16.8075,1.6566,3.3297,2.9995,,,332283.28
22,2022-03-10,17.2607,16.8075,1.6566,3.3297,2.9995,,,332283.28
23,2022-03-09,17.1499,16.6996,1.646,3.3083,2.9802,,,330149.84
24,2022-03-08,17.7456,17.2797,1.7032,3.4232,3.0838,,,341617.08
25,2022-03-07,18.5975,18.1092,1.7849,3.5876,3.2318,,,358017.9
26,2022-03-04,18.7846,18.2913,1.8029,3.6236,3.2643,,,361618.08
27,2022-03-03,18.9716,18.4734,1.8208,3.6597,3.2968,,,365218.26
28,2022-03-02,18.8469,18.352,1.8089,3.6357,3.2751,,,362818.14
29,2022-03-01,18.8192,18.3251,1.8062,3.6303,3.2703,,,362284.78
30,2022-02-28,18.7014,18.2104,1.7949,3.6076,3.2499,,,360018.0
31,2022-02-25,18.8677,18.3723,1.8108,3.6397,3.2788,,,363218.16
32,2022-02-24,18.8954,18.3993,1.8135,3.645,3.2836,,,363751.52
33,2022-02-23,19.2486,18.7432,1.8474,3.7132,3.345,,,370551.86
34,2022-02-22,18.9854,18.4869,1.8221,3.6624,3.2992,,,365484.94
35,2022-02-21,19.3525,18.8444,1.8574,3.7332,3.363,,,372551.96
36,2022-02-18,19.2833,18.777,1.8507,3.7198,3.351,,,371218.56
37,2022-02-17,19.3248,18.8174,1.8547,3.7279,3.3582,,,372018.6
38,2022-02-16,19.4495,18.9388,1.8667,3.7519,3.3799,,,374418.72
39,2022-02-15,19.2417,18.7365,1.8467,3.7118,3.3438,,,370418.52
40,2022-02-14,19.2625,18.7567,1.8487,3.7158,3.3474,,,370818.54
41,2022-02-11,19.2555,18.75,1.8481,3.7145,3.3462,,,370685.2
42,2022-02-10,19.4079,18.8984,1.8627,3.7439,3.3726,,,373618.68
43,2022-02-09,19.4772,18.9658,1.8693,3.7573,3.3847,,,374952.08
44,2022-02-08,19.5118,18.9995,1.8727,3.7639,3.3907,,,375618.78
45,2022-02-07,19.1655,18.6623,1.8394,3.6971,3.3305,,,368951.78
46,2022-01-28,18.7014,18.2104,1.7949,3.6076,3.2499,,,360018.0
47,2022-01-27,18.4798,17.9946,1.7736,3.5648,3.2114,,,355751.12
48,2022-01-26,19.2348,18.7297,1.8461,3.7105,3.3425,,,370285.18
49,2022-01-25,18.7707,18.2779,1.8015,3.621,3.2619,,,361351.4
50,2022-01-24,19.5672,19.0535,1.878,3.7746,3.4003,,,376685.5
51,2022-01-21,19.4772,18.9658,1.8693,3.7573,3.3847,,,374952.08
52,2022-01-20,19.8789,19.357,1.9079,3.8348,3.4545,,,382685.8
53,2022-01-19,20.3153,19.7819,1.9498,3.9189,3.5303,,,391086.22
54,2022-01-18,20.246,19.7145,1.9431,3.9056,3.5183,,,389752.82
55,2022-01-17,20.6755,20.1326,1.9844,3.9884,3.5929,,,398019.9
56,2022-01-14,20.5092,19.9708,1.9684,3.9563,3.564,,,394819.74
57,2022-01-13,21.0218,20.4699,2.0176,4.0552,3.6531,,,404686.9
58,2022-01-12,21.1811,20.625,2.0329,4.0859,3.6808,,,407753.72
59,2022-01-11,20.9179,20.3687,2.0076,4.0352,3.635,,,402686.8
60,2022-01-10,21.0634,20.5103,2.0216,4.0632,3.6603,,,405486.94
61,2022-01-07,20.7655,20.2203,1.993,4.0058,3.6086,,,399753.32
62,2022-01-06,21.0218,20.4699,2.0176,4.0552,3.6531,,,404686.9
63,2022-01-05,20.8279,20.281,1.999,4.0178,3.6194,,,400953.38
64,2022-01-04,21.6313,21.0634,2.0761,4.1728,3.759,,,416420.82
65,2021-12-31,21.2573,20.6992,2.0402,4.1006,3.694,,,409220.46
66,2021-12-30,21.4305,20.8678,2.0568,4.134,3.7241,,,412553.96
67,2021-12-29,21.6452,21.0769,2.0774,4.1755,3.7614,,,416687.5
68,2021-12-28,21.6383,21.0701,2.0768,4.1741,3.7602,,,416554.16
69,2021-12-27,21.7144,21.1443,2.0841,4.1888,3.7735,,,418020.9
70,2021-12-24,22.3725,21.785,2.1472,4.3158,3.8878,,,430688.2
71,2021-12-23,22.1577,21.576,2.1266,4.2743,3.8505,,,426554.66
72,2021-12-22,22.317,21.7311,2.1419,4.3051,3.8782,,,429621.48
73,2021-12-21,22.3725,21.785,2.1472,4.3158,3.8878,,,430688.2
74,2021-12-20,20.717,20.1731,1.9883,3.9964,3.6001,,,398819.94
75,2021-12-17,20.724,20.1798,1.989,3.9978,3.6013,,,398953.28
76,2021-12-16,21.1257,20.571,2.0276,4.0753,3.6711,,,406687.0
77,2021-12-15,21.2019,20.6452,2.0349,4.09,3.6844,,,408153.74
78,2021-12-14,21.0218,20.4699,2.0176,4.0552,3.6531,,,404686.9
79,2021-12-13,20.717,20.1731,1.9883,3.9964,3.6001,,,398819.94
80,2021-12-10,20.627,20.0854,1.9797,3.9791,3.5845,,,397086.52
81,2021-12-09,20.3499,19.8156,1.9531,3.9256,3.5363,,,391752.92
82,2021-12-08,20.2737,19.7414,1.9458,3.9109,3.5231,,,390286.18
83,2021-12-07,20.1906,19.6605,1.9378,3.8949,3.5087,,,388686.1
84,2021-12-06,20.0382,19.5121,1.9232,3.8655,3.4822,,,385752.62
85,2021-12-03,20.7309,20.1866,1.9897,3.9991,3.6025,,,399086.62
86,2021-12-02,20.904,20.3552,2.0063,4.0325,3.6326,,,402420.12
