,trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
0,2022-04-13,29.7638,29.7638,3.4474,0.5912,0.5912,0.0,,221352.0
1,2022-04-12,30.8422,30.8422,3.5723,0.6126,0.6126,0.0,,229372.0
2,2022-04-11,30.3569,30.3569,3.5161,0.6029,0.6029,0.0,,225763.0
3,2022-04-08,31.597,31.597,3.6597,0.6276,0.6276,0.0,,234986.0
4,2022-04-07,32.5137,32.5137,3.7659,0.6458,0.6458,0.0,,241803.0
5,2022-04-06,33.9156,33.9156,3.9282,0.6736,0.6736,0.0,,252229.0
6,2022-04-01,33.1068,33.1068,3.8346,0.6576,0.6576,0.0,,246214.0
7,2022-03-31,33.8617,33.8617,3.922,0.6726,0.6726,0.0,,251828.0
8,2022-03-30,33.6999,33.6999,3.9033,0.6693,0.6693,0.0,,250625.0
9,2022-03-29,33.5921,33.5921,3.8908,0.6672,0.6672,0.0,,249823.0
10,2022-03-28,34.5626,34.5626,4.0032,0.6865,0.6865,0.0,,257041.0
11,2022-03-25,35.0479,35.0479,4.0594,0.6961,0.6961,0.0,,260650.0
12,2022-03-24,35.4253,35.4253,4.1031,0.7036,0.7036,0.0,,263457.0
13,2022-03-23,36.2881,36.2881,4.203,0.7207,0.7207,0.0,,269873.0
14,2022-03-22,36.8812,36.8812,4.2717,0.7325,0.7325,0.0,,274284.0
15,2022-03-21,36.7733,36.7733,4.2592,0.7304,0.7304,0.0,,273482.0
16,2022-03-18,36.1802,36.1802,4.1905,0.7186,0.7186,0.0,,269071.0
17,2022-03-17,36.0724,36.0724,4.1781,0.7165,0.7165,0.0,,268269.0
18,2022-03-16,36.8273,36.8273,4.2655,0.7315,0.7315,0.0,,273883.0
19,2022-03-15,36.0185,36.0185,4.1718,0.7154,0.7154,0.0,,267868.0
20,2022-03-14,43.1782,38.1559,4.4269,0.9281,0.7593,0.0,,284309.0
21,2022-03-11,44.6398,39.4475,4.5767,0.9596,0.785,0.0,,293933.0
22,2022-03-10,45.3097,40.0395,4.6454,0.974,0.7968,0.0,,298344.0
23,2022-03-09,44.7616,39.5552,4.5892,0.9622,0.7871,0.0,,294735.0
24,2022-03-08,44.4571,39.2861,4.558,0.9556,0.7818,0.0,,292730.0
25,2022-03-07,46.7714,41.3311,4.7953,1.0054,0.8225,0.0,,307968.0
26,2022-03-04,47.6849,42.1383,4.8889,1.025,0.8386,0.0,,313983.0
27,2022-03-03,49.3901,43.6452,5.0638,1.0617,0.8685,0.0,,325211.0
28,2022-03-02,50.4254,44.5601,5.1699,1.0839,0.8867,0.0,,332028.0
29,2022-03-01,50.9126,44.9906,5.2198,1.0944,0.8953,0.0,,335236.0
30,2022-02-28,51.0953,45.1521,5.2386,1.0983,0.8985,0.0,,336439.0
31,2022-02-25,51.7043,41.4119,5.4149,1.1114,0.9179,0.0,,340449.0
32,2022-02-24,50.5472,40.4851,5.2937,1.0865,0.8974,0.0,,332830.0
33,2022-02-23,52.6178,42.1435,5.5106,1.131,0.9341,0.0,,346464.0
34,2022-02-22,51.4607,41.2168,5.3894,1.1062,0.9136,0.0,,338845.0
35,2022-02-21,51.7652,41.4606,5.4213,1.1127,0.919,0.0,,340850.0
36,2022-02-18,52.9223,42.3874,5.5425,1.1376,0.9395,0.0,,348469.0
37,2022-02-17,51.3998,41.168,5.383,1.1049,0.9125,0.0,,338444.0
38,2022-02-16,51.4607,41.2168,5.3894,1.1062,0.9136,0.0,,338845.0
39,2022-02-15,51.5216,41.2655,5.3958,1.1075,0.9147,0.0,,339246.0
40,2022-02-14,52.5569,42.0947,5.5042,1.1297,0.933,0.0,,346063.0
41,2022-02-11,50.3036,40.29,5.2682,1.0813,0.893,0.0,,331226.0
42,2022-02-10,50.3645,40.3388,5.2746,1.0826,0.8941,0.0,,331627.0
43,2022-02-09,51.2171,41.0217,5.3639,1.1009,0.9093,0.0,,337241.0
44,2022-02-08,50.7908,40.6802,5.3193,1.0918,0.9017,0.0,,334434.0
45,2022-02-07,49.8164,39.8998,5.2172,1.0708,0.8844,0.0,,328018.0
46,2022-01-28,45.7969,36.6805,4.7963,0.9844,0.813,0.0,,301552.0
47,2022-01-27,45.0661,36.0951,4.7197,0.9687,0.8001,0.0,,296740.0
48,2022-01-26,45.6751,36.5829,4.7835,0.9818,0.8109,0.0,,300750.0
49,2022-01-25,48.1721,38.5828,5.045,1.0355,0.8552,0.0,,317191.0
50,2022-01-24,49.451,39.6071,5.1789,1.063,0.8779,0.0,,325612.0
51,2022-01-21,48.4766,38.8267,5.0769,1.042,0.8606,0.0,,319196.0
52,2022-01-20,48.4157,38.7779,5.0705,1.0407,0.8595,0.0,,318795.0
53,2022-01-19,49.9382,39.9973,5.23,1.0734,0.8866,0.0,,328820.0
54,2022-01-18,48.5984,38.9242,5.0896,1.0446,0.8628,0.0,,319998.0
55,2022-01-17,50.3036,40.29,5.2682,1.0813,0.893,0.0,,331226.0
56,2022-01-14,47.9894,38.4365,5.0259,1.0316,0.852,0.0,,315988.0
57,2022-01-13,48.9638,39.2169,5.1279,1.0525,0.8693,0.0,,322404.0
58,2022-01-12,49.3901,39.5583,5.1726,1.0617,0.8768,0.0,,325211.0
59,2022-01-11,49.3292,39.5096,5.1662,1.0604,0.8757,0.0,,324810.0
60,2022-01-10,50.3036,40.29,5.2682,1.0813,0.893,0.0,,331226.0
61,2022-01-07,49.6946,39.8022,5.2044,1.0682,0.8822,0.0,,327216.0
62,2022-01-06,51.0953,40.9241,5.3511,1.0983,0.9071,0.0,,336439.0
63,2022-01-05,50.2427,40.2412,5.2619,1.08,0.892,0.0,,330825.0
64,2022-01-04,52.3133,41.8996,5.4787,1.1245,0.9287,0.0,,344459.0
65,2021-12-31,52.4351,41.9972,5.4915,1.1271,0.9309,0.0,,345261.0
66,2021-12-30,53.2268,42.6313,5.5744,1.1441,0.9449,0.0,,350474.0
67,2021-12-29,53.4704,42.8264,5.5999,1.1494,0.9493,0.0,,352078.0
68,2021-12-28,53.8967,43.1678,5.6445,1.1585,0.9568,0.0,,354885.0
69,2021-12-27,51.7043,41.4119,5.4149,1.1114,0.9179,0.0,,340449.0
70,2021-12-24,49.8164,39.8998,5.2172,1.0708,0.8844,0.0,,328018.0
71,2021-12-23,51.0953,40.9241,5.3511,1.0983,0.9071,0.0,,336439.0
72,2021-12-22,52.8614,42.3386,5.5361,1.1363,0.9384,0.0,,348068.0
73,2021-12-21,51.278,41.0704,5.3703,1.1022,0.9103,0.0,,337642.0
74,2021-12-20,51.2171,41.0217,5.3639,1.1009,0.9093,0.0,,337241.0
75,2021-12-17,51.3389,41.1192,5.3767,1.1036,0.9114,0.0,,338043.0
76,2021-12-16,50.9126,40.7778,5.332,1.0944,0.9038,0.0,,335236.0
77,2021-12-15,50.3036,40.29,5.2682,1.0813,0.893,0.0,,331226.0
78,2021-12-14,50.5472,40.4851,5.2937,1.0865,0.8974,0.0,,332830.0
79,2021-12-13,50.4254,40.3875,5.281,1.0839,0.8952,0.0,,332028.0
80,2021-12-10,50.9735,40.8265,5.3384,1.0957,0.9049,0.0,,335637.0
81,2021-12-09,50.8517,40.729,5.3256,1.0931,0.9028,0.0,,334835.0
82,2021-12-08,52.7396,42.2411,5.5233,1.1337,0.9363,0.0,,347266.0
83,2021-12-07,50.06,40.0949,5.2427,1.0761,0.8887,0.0,,329622.0
84,2021-12-06,52.3133,41.8996,5.4787,1.1245,0.9287,0.0,,344459.0
85,2021-12-03,52.8005,42.2899,5.5297,1.135,0.9374,0.0,,347667.0
86,2021-12-02,53.4095,42.7776,5.5935,1.1481,0.9482,0.0,,351677.0
87,2021-12-01,54.0794,43.3142,5.6637,1.1625,0.9601,0.0,,356088.0
88,2021-11-30,51.4607,41.2168,5.3894,1.1062,0.9136,0.0,,338845.0
89,2021-11-29,50.3036,40.29,5.2682,1.0813,0.893,0.0,,331226.0
90,2021-11-26,50.669,40.5827,5.3065,1.0892,0.8995,0.0,,333632.0
91,2021-11-25,51.7652,41.4606,5.4213,1.1127,0.919,0.0,,340850.0
92,2021-11-24,51.887,41.5582,5.4341,1.1153,0.9211,0.0,,341652.0
93,2021-11-23,51.5216,41.2655,5.3958,1.1075,0.9147,0.0,,339246.0
94,2021-11-22,48.0503,38.4852,5.0322,1.0329,0.853,0.0,,316389.0
95,2021-11-19,44.2744,35.461,4.6368,0.9517,0.786,0.0,,291527.0
96,2021-11-18,42.8128,34.2904,4.4837,0.9203,0.7601,0.0,,281903.0
97,2021-11-17,43.2391,34.6318,4.5284,0.9294,0.7676,0.0,,284710.0
