,trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
0,2022-04-13,24.1974,24.8118,1.5461,5.4867,5.1879,1.2438,1.2438,443680.0
1,2022-04-12,24.4155,25.0354,1.56,5.5362,5.2347,1.2326,1.2326,447680.0
2,2022-04-11,24.2235,24.8386,1.5477,5.4927,5.1935,1.2424,1.2424,444160.0
3,2022-04-08,24.7646,25.3933,1.5823,5.6153,5.3095,1.2153,1.2153,454080.0
4,2022-04-07,25.5063,26.1539,1.6297,5.7835,5.4685,1.1799,1.1799,467680.0
5,2022-04-06,26.0473,26.7086,1.6643,5.9062,5.5845,1.1554,1.1554,477600.0
6,2022-04-01,26.0037,26.6639,1.6615,5.8963,5.5752,1.1574,1.1574,476800.0
7,2022-03-31,26.0037,26.6639,1.6615,5.8963,5.5752,1.1574,1.1574,476800.0
8,2022-03-30,26.0298,26.6908,1.6631,5.9022,5.5808,1.1562,1.1562,477280.0
9,2022-03-29,26.0037,26.6639,1.6615,5.8963,5.5752,1.1574,1.1574,476800.0
10,2022-03-28,25.5761,26.2255,1.6341,5.7993,5.4835,1.1767,1.1767,468960.0
11,2022-03-25,26.344,27.0129,1.6832,5.9735,5.6481,1.1424,1.1424,483040.0
12,2022-03-24,25.4801,26.1271,1.628,5.7776,5.4629,1.1811,1.1811,467200.0
13,2022-03-23,25.3579,26.0018,1.6202,5.7499,5.4367,1.1868,1.1868,464960.0
14,2022-03-22,25.2794,25.9213,1.6152,5.7321,5.4199,1.1905,1.1905,463520.0
15,2022-03-21,25.4452,26.0913,1.6258,5.7697,5.4554,1.1828,1.1828,466560.0
16,2022-03-18,24.8693,25.5007,1.589,5.6391,5.332,1.2101,1.2101,456000.0
17,2022-03-17,24.7471,25.3755,1.5812,5.6114,5.3058,1.2161,1.2161,453760.0
18,2022-03-16,24.3283,24.946,1.5544,5.5164,5.216,1.2371,1.2371,446080.0
19,2022-03-15,23.8832,24.4896,1.526,5.4155,5.1206,1.2601,1.2601,437920.0
20,2022-03-14,24.7995,25.4291,1.5845,5.6232,5.317,1.2136,1.2136,454720.0
21,2022-03-11,25.1834,25.8228,1.6091,5.7103,5.3993,1.1951,1.1951,461760.0
22,2022-03-10,24.6249,25.2502,1.5734,5.5837,5.2796,1.2222,1.2222,451520.0
23,2022-03-09,24.2497,24.8654,1.5494,5.4986,5.1991,1.2411,1.2411,444640.0
24,2022-03-08,24.7907,25.4202,1.584,5.6213,5.3151,1.214,1.214,454560.0
25,2022-03-07,25.1136,25.7513,1.6046,5.6945,5.3843,1.1984,1.1984,460480.0
26,2022-03-04,25.6983,26.3507,1.642,5.827,5.5097,1.1711,1.1711,471200.0
27,2022-03-03,25.8553,26.5118,1.652,5.8627,5.5434,1.164,1.164,474080.0
28,2022-03-02,26.0037,26.6639,1.6615,5.8963,5.5752,1.1574,1.1574,476800.0
29,2022-03-01,25.9688,26.6281,1.6592,5.8884,5.5677,1.1589,1.1589,476160.0
30,2022-02-28,26.0037,26.6639,1.6615,5.8963,5.5752,1.1574,1.1574,476800.0
31,2022-02-25,25.9775,26.6371,1.6598,5.8904,5.5696,1.1585,1.1585,476320.0
32,2022-02-24,25.803,26.4581,1.6486,5.8508,5.5321,1.1664,1.1664,473120.0
33,2022-02-23,25.9339,26.5923,1.657,5.8805,5.5602,1.1605,1.1605,475520.0
34,2022-02-22,25.5412,26.1897,1.6319,5.7914,5.476,1.1783,1.1783,468320.0
35,2022-02-21,25.8204,26.476,1.6498,5.8547,5.5359,1.1656,1.1656,473440.0
36,2022-02-18,25.6284,26.2792,1.6375,5.8112,5.4947,1.1743,1.1743,469920.0
37,2022-02-17,25.4888,26.136,1.6286,5.7796,5.4648,1.1807,1.1807,467360.0
38,2022-02-16,25.7244,26.3776,1.6436,5.833,5.5153,1.1699,1.1699,471680.0
39,2022-02-15,25.6372,26.2881,1.638,5.8132,5.4966,1.1739,1.1739,470080.0
40,2022-02-14,25.4452,26.0913,1.6258,5.7697,5.4554,1.1828,1.1828,466560.0
41,2022-02-11,25.5237,26.1718,1.6308,5.7875,5.4723,1.1791,1.1791,468000.0
42,2022-02-10,25.8291,26.485,1.6503,5.8567,5.5378,1.1652,1.1652,473600.0
43,2022-02-09,26.0909,26.7534,1.667,5.9161,5.5939,1.1535,1.1535,478400.0
44,2022-02-08,26.056,26.7176,1.6648,5.9082,5.5864,1.155,1.155,477760.0
45,2022-02-07,25.8291,26.485,1.6503,5.8567,5.5378,1.1652,1.1652,473600.0
46,2022-01-28,25.3928,26.0376,1.6224,5.7578,5.4442,1.1852,1.1852,465600.0
47,2022-01-27,25.0263,25.6618,1.599,5.6747,5.3656,1.2026,1.2026,458880.0
48,2022-01-26,25.2794,25.9213,1.6152,5.7321,5.4199,1.1905,1.1905,463520.0
49,2022-01-25,25.1311,25.7691,1.6057,5.6984,5.3881,1.1975,1.1975,460800.0
50,2022-01-24,26.1346,26.7981,1.6698,5.926,5.6032,1.1516,1.1516,479200.0
51,2022-01-21,26.5185,27.1918,1.6944,6.013,5.6856,1.1349,1.1349,486240.0
52,2022-01-20,26.6407,27.3171,1.7022,6.0407,5.7117,1.1297,1.1297,488480.0
53,2022-01-19,27.3213,28.015,1.7457,6.1951,5.8577,1.1015,1.1015,500960.0
54,2022-01-18,27.9234,28.6324,1.7841,6.3316,5.9868,1.0778,1.0778,512000.0
55,2022-01-17,28.8571,29.5898,1.8438,6.5433,6.1869,1.0429,1.0429,529120.0
56,2022-01-14,28.6389,29.3661,1.8298,6.4938,6.1402,1.0509,1.0509,525120.0
57,2022-01-13,28.1852,28.9008,1.8009,6.3909,6.0429,1.0678,1.0678,516800.0
58,2022-01-12,28.5429,29.2677,1.8237,6.4721,6.1196,1.0544,1.0544,523360.0
59,2022-01-11,28.5779,29.3035,1.8259,6.48,6.1271,1.0531,1.0531,524000.0
60,2022-01-10,28.1677,28.8829,1.7997,6.387,6.0391,1.0684,1.0684,516480.0
61,2022-01-07,27.6703,28.3729,1.768,6.2742,5.9325,1.0876,1.0876,507360.0
62,2022-01-06,28.0892,28.8024,1.7947,6.3692,6.0223,1.0714,1.0714,515040.0
63,2022-01-05,28.0368,28.7487,1.7914,6.3573,6.0111,1.0734,1.0734,514080.0
64,2022-01-04,28.5866,29.3124,1.8265,6.482,6.129,1.0528,1.0528,524160.0
65,2021-12-31,28.351,29.0708,1.8114,6.4285,6.0784,1.5389,1.0615,519840.0
66,2021-12-30,28.063,28.7755,1.793,6.3632,6.0167,1.5547,1.0724,514560.0
67,2021-12-29,28.0543,28.7666,1.7925,6.3613,6.0148,1.5552,1.0728,514400.0
68,2021-12-28,27.6616,28.364,1.7674,6.2722,5.9306,1.5773,1.088,507200.0
69,2021-12-27,27.7489,28.4534,1.773,6.292,5.9493,1.5723,1.0846,508800.0
70,2021-12-24,27.0246,27.7108,1.7267,6.1278,5.7941,1.6145,1.1136,495520.0
71,2021-12-23,26.9461,27.6303,1.7217,6.11,5.7772,1.6192,1.1169,494080.0
72,2021-12-22,27.2689,27.9613,1.7423,6.1832,5.8465,1.6,1.1037,500000.0
73,2021-12-21,27.173,27.8629,1.7362,6.1614,5.8259,1.6057,1.1076,498240.0
74,2021-12-20,27.0508,27.7376,1.7284,6.1337,5.7997,1.6129,1.1126,496000.0
75,2021-12-17,26.9461,27.6303,1.7217,6.11,5.7772,1.6192,1.1169,494080.0
76,2021-12-16,27.0944,27.7824,1.7312,6.1436,5.809,1.6103,1.1108,496800.0
77,2021-12-15,26.9897,27.675,1.7245,6.1199,5.7866,1.6166,1.1151,494880.0
78,2021-12-14,27.1031,27.7913,1.7317,6.1456,5.8109,1.6098,1.1104,496960.0
79,2021-12-13,27.0595,27.7466,1.7289,6.1357,5.8015,1.6124,1.1122,496160.0
80,2021-12-10,27.4347,28.1313,1.7529,6.2208,5.882,1.5903,1.097,503040.0
81,2021-12-09,27.8798,28.5876,1.7813,6.3217,5.9774,1.5649,1.0795,511200.0
82,2021-12-08,27.8449,28.5519,1.7791,6.3138,5.9699,1.5669,1.0808,510560.0
83,2021-12-07,27.8798,28.5876,1.7813,6.3217,5.9774,1.5649,1.0795,511200.0
84,2021-12-06,27.5744,28.2745,1.7618,6.2524,5.9119,1.5823,1.0914,505600.0
85,2021-12-03,27.5133,28.2118,1.7579,6.2386,5.8988,1.5858,1.0939,504480.0
86,2021-12-02,27.4347,28.1313,1.7529,6.2208,5.882,1.5903,1.097,503040.0
87,2021-12-01,27.8187,28.525,1.7774,6.3078,5.9643,1.5684,1.0818,510080.0
88,2021-11-30,27.81,28.5161,1.7769,6.3059,5.9624,1.5689,1.0822,509920.0
89,2021-11-29,27.6791,28.3819,1.7685,6.2762,5.9344,1.5763,1.0873,507520.0
90,2021-11-26,28.0456,28.7577,1.7919,6.3593,6.013,1.5557,1.0731,514240.0
91,2021-11-25,28.1241,28.8382,1.7969,6.3771,6.0298,1.5513,1.0701,515680.0
92,2021-11-24,27.8449,28.5519,1.7791,6.3138,5.9699,1.5669,1.0808,510560.0
93,2021-11-23,27.7314,28.4355,1.7719,6.2881,5.9456,1.5733,1.0853,508480.0
94,2021-11-22,27.5482,28.2476,1.7602,6.2465,5.9063,1.5838,1.0925,505120.0
95,2021-11-19,27.6616,28.364,1.7674,6.2722,5.9306,1.5773,1.088,507200.0
96,2021-11-18,27.3824,28.0776,1.7496,6.2089,5.8708,1.5934,1.0991,502080.0
97,2021-11-17,27.7052,28.4087,1.7702,6.2821,5.94,1.5748,1.0863,508000.0
98,2021-11-16,27.8012,28.5071,1.7763,6.3039,5.9606,1.5694,1.0825,509760.0
99,2021-11-15,27.9496,28.6592,1.7858,6.3375,5.9924,1.561,1.0768,512480.0
100,2021-11-12,26.885,27.5676,1.7178,6.0961,5.7641,1.6228,1.1194,492960.0
101,2021-11-11,26.9723,27.6571,1.7234,6.1159,5.7828,1.6176,1.1158,494560.0
102,2021-11-10,26.3527,27.0218,1.6838,5.9754,5.65,1.6556,1.142,483200.0
103,2021-11-09,26.4923,27.165,1.6927,6.0071,5.6799,1.6469,1.136,485760.0
104,2021-11-08,26.4836,27.156,1.6921,6.0051,5.6781,1.6474,1.1364,485600.0
105,2021-11-05,27.1206,27.8092,1.7328,6.1496,5.8146,1.6088,1.1097,497280.0
106,2021-11-04,27.1555,27.845,1.7351,6.1575,5.8221,1.6067,1.1083,497920.0
107,2021-11-03,27.0944,27.7824,1.7312,6.1436,5.809,1.6103,1.1108,496800.0
108,2021-11-02,27.2602,27.9524,1.7418,6.1812,5.8446,1.6005,1.104,499840.0
109,2021-11-01,27.1904,27.8808,1.7373,6.1654,5.8296,1.6046,1.1068,498560.0
110,2021-10-29,27.0333,27.7197,1.7273,6.1298,5.7959,1.6139,1.1133,495680.0
111,2021-10-28,26.6319,27.3081,1.7016,6.0388,5.7099,1.6383,1.1301,488320.0
112,2021-10-27,27.2079,27.8987,1.7384,6.1693,5.8334,1.6036,1.1061,498880.0
113,2021-10-26,27.2166,27.9076,1.739,6.1713,5.8352,1.6031,1.1058,499040.0
114,2021-10-25,27.4871,27.9495,1.7536,6.2327,5.501,1.5873,1.0949,504000.0
115,2021-10-22,27.4871,27.9495,1.7536,6.2327,5.501,1.5873,1.0949,504000.0
116,2021-10-21,27.9496,28.4198,1.7831,6.3375,5.5935,1.561,1.0768,512480.0
117,2021-10-20,27.7751,28.2423,1.7719,6.298,5.5586,1.5708,1.0835,509280.0
118,2021-10-19,27.3475,27.8075,1.7447,6.201,5.4731,1.5954,1.1005,501440.0
119,2021-10-18,27.3213,27.7809,1.743,6.1951,5.4678,1.5969,1.1015,500960.0
120,2021-10-15,27.6965,28.1625,1.7669,6.2801,5.5429,1.5753,1.0866,507840.0
121,2021-10-14,27.9234,28.3932,1.7814,6.3316,5.5883,1.5625,1.0778,512000.0
122,2021-10-13,28.0281,28.4996,1.7881,6.3553,5.6093,1.5567,1.0738,513920.0
123,2021-10-12,27.8623,28.331,1.7775,6.3177,5.5761,1.5659,1.0802,510880.0
124,2021-10-11,28.2288,28.7037,1.8009,6.4008,5.6494,1.5456,1.0661,517600.0
125,2021-10-08,28.5168,28.9965,1.8193,6.4661,5.7071,1.53,1.0554,522880.0
126,2021-09-30,28.5517,29.032,1.8215,6.474,5.714,1.5281,1.0541,523520.0
127,2021-09-29,27.8449,28.3133,1.7764,6.3138,5.5726,1.5669,1.0808,510560.0
128,2021-09-28,28.9618,29.449,1.8476,6.567,5.7961,1.5065,1.0391,531040.0
129,2021-09-27,29.0229,29.5111,1.8515,6.5809,5.8083,1.5033,1.037,532160.0
130,2021-09-24,30.1398,30.6469,1.9228,6.8342,6.0319,1.4476,0.9985,552640.0
131,2021-09-23,30.3143,30.8243,1.9339,6.8737,6.0668,1.4393,0.9928,555840.0
132,2021-09-22,30.1747,30.6823,1.925,6.8421,6.0389,1.4459,0.9974,553280.0
133,2021-09-17,29.9915,30.496,1.9133,6.8005,6.0022,1.4548,1.0035,549920.0
134,2021-09-16,29.4941,29.9903,1.8816,6.6877,5.9027,1.4793,1.0204,540800.0
135,2021-09-15,29.8431,30.3452,1.9039,6.7669,5.9725,1.462,1.0085,547200.0
136,2021-09-14,30.1398,30.6469,1.9228,6.8342,6.0319,1.4476,0.9985,552640.0
