,trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
0,2022-04-13,,543.2182,4.1806,20.6718,17.6952,0.0,,270902.94
1,2022-04-12,,546.8749,4.2088,20.8109,17.8143,0.0,,272726.52
2,2022-04-11,,530.2168,4.0806,20.177,17.2716,0.0,,264419.1
3,2022-04-08,,541.1868,4.165,20.5945,17.629,0.0,,269889.84
4,2022-04-07,,561.0953,4.3182,21.3521,18.2775,0.0,,279818.22
5,2022-04-06,,568.0023,4.3714,21.6149,18.5025,0.0,,283262.76
6,2022-04-01,,568.0023,4.3714,21.6149,18.5025,0.0,,283262.76
7,2022-03-31,,553.3757,4.2588,21.0583,18.026,0.0,,275968.44
8,2022-03-30,,553.3757,4.2588,21.0583,18.026,0.0,,275968.44
9,2022-03-29,,548.0938,4.2182,20.8573,17.854,0.0,,273334.38
10,2022-03-28,,532.2482,4.0962,20.2543,17.3378,0.0,,265432.2
11,2022-03-25,,539.9679,4.1556,20.5481,17.5893,0.0,,269281.98
12,2022-03-24,,522.0908,4.018,19.8678,17.0069,0.0,,260366.7
13,2022-03-23,,528.9979,4.0712,20.1306,17.2319,0.0,,263811.24
14,2022-03-22,,527.3727,4.0587,20.0688,17.179,0.0,,263000.76
15,2022-03-21,,527.779,4.0618,20.0842,17.1922,0.0,,263203.38
16,2022-03-18,,539.9679,4.1556,20.5481,17.5893,0.0,,269281.98
17,2022-03-17,,507.4642,3.9055,19.3112,16.5305,0.0,,253072.38
18,2022-03-16,,489.9934,3.771,18.6463,15.9614,0.0,,244359.72
19,2022-03-15,,479.0234,3.6866,18.2289,15.604,0.0,,238888.98
20,2022-03-14,,500.9634,3.8554,19.0638,16.3187,0.0,,249830.46
21,2022-03-11,,505.0264,3.8867,19.2184,16.4511,0.0,,251856.66
22,2022-03-10,,503.8075,3.8773,19.172,16.4114,0.0,,251248.8
23,2022-03-09,,502.1823,3.8648,19.1102,16.3584,0.0,,250438.32
24,2022-03-08,,502.9949,3.8711,19.1411,16.3849,0.0,,250843.56
25,2022-03-07,,408.9868,4.0828,20.2234,14.8227,0.0,,265026.96
26,2022-03-04,,420.8686,4.2014,20.8109,15.2533,0.0,,272726.52
27,2022-03-03,,416.4911,4.1577,20.5945,15.0946,0.0,,269889.84
28,2022-03-02,,429.311,4.2857,21.2284,15.5593,0.0,,278197.26
29,2022-03-01,,405.2346,4.0454,20.0378,14.6867,0.0,,262595.52
30,2022-02-28,,400.8571,4.0017,19.8214,14.528,0.0,,259758.84
31,2022-02-25,,426.8096,4.2607,21.1047,15.4686,0.0,,276576.3
32,2022-02-24,,439.0041,4.3825,21.7077,15.9106,0.0,,284478.48
33,2022-02-23,,415.2404,4.1452,20.5326,15.0493,0.0,,269079.36
34,2022-02-22,,402.1078,4.0141,19.8832,14.5734,0.0,,260569.32
35,2022-02-21,,347.3886,3.4679,17.1775,12.5902,0.0,,225110.82
36,2022-01-28,,289.5426,2.8904,14.3172,10.4937,0.0,,187626.12
37,2022-01-27,,267.9676,2.6751,13.2503,9.7118,0.0,,173645.34
38,2022-01-26,,273.5959,2.7312,13.5286,9.9158,0.0,,177292.5
39,2022-01-25,,270.7818,2.7031,13.3895,9.8138,0.0,,175468.92
40,2022-01-24,,285.4778,2.8499,14.1162,10.3464,0.0,,184992.06
41,2022-01-21,,295.7962,2.9529,14.6264,10.7204,0.0,,191678.52
42,2022-01-20,,291.7314,2.9123,14.4254,10.573,0.0,,189044.46
43,2022-01-19,,302.6752,3.0215,14.9665,10.9697,0.0,,196136.16
44,2022-01-18,,300.7991,3.0028,14.8738,10.9017,0.0,,194920.44
45,2022-01-17,,314.8698,3.1433,15.5695,11.4116,0.0,,204038.34
46,2022-01-14,,310.1796,3.0964,15.3376,11.2417,0.0,,200999.04
47,2022-01-13,,308.9288,3.084,15.2758,11.1963,0.0,,200188.56
48,2022-01-12,,312.3683,3.1183,15.4458,11.321,0.0,,202417.38
49,2022-01-11,,314.8698,3.1433,15.5695,11.4116,0.0,,204038.34
50,2022-01-10,,318.9346,3.1838,15.7705,11.559,0.0,,206672.4
