,trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
0,2022-04-13,180.5217,121.0134,2.2112,1.6015,1.5186,0.0955,0.0955,525389.643
1,2022-04-12,178.7691,119.8385,2.1898,1.586,1.5039,0.0965,0.0965,520288.7726
2,2022-04-11,179.2073,120.1323,2.1951,1.5899,1.5076,0.0962,0.0962,521563.9902
3,2022-04-08,171.7586,115.139,2.1039,1.5238,1.4449,0.1004,0.1004,499885.2914
4,2022-04-07,181.8362,121.8946,2.2273,1.6132,1.5297,0.0949,0.0949,529215.2957
5,2022-04-06,201.9916,135.4058,2.4742,1.792,1.6992,0.0854,0.0854,587875.3044
6,2022-04-01,204.1824,136.8744,2.501,1.8115,1.7177,0.0845,0.0845,594251.3923
7,2022-03-31,205.935,138.0493,2.5225,1.827,1.7324,0.0838,0.0838,599352.2626
8,2022-03-30,201.5534,135.1121,2.4688,1.7881,1.6955,0.0856,0.0856,586600.0868
9,2022-03-29,208.1258,139.5179,2.5493,1.8464,1.7508,0.0829,0.0829,605728.3505
10,2022-03-28,217.9844,146.1266,2.6701,1.9339,1.8338,0.0791,0.0791,634420.7461
11,2022-03-25,211.6311,141.8677,2.5923,1.8775,1.7803,0.0815,0.0815,615930.0911
12,2022-03-24,199.5817,133.7903,2.4447,1.7706,1.679,0.0864,0.0864,580861.6077
13,2022-03-23,210.9738,141.4271,2.5842,1.8717,1.7748,0.0818,0.0818,614017.2648
14,2022-03-22,201.1152,134.8183,2.4635,1.7842,1.6919,0.0858,0.0858,585324.8692
15,2022-03-21,199.3626,133.6435,2.442,1.7687,1.6771,0.0865,0.0865,580223.9989
16,2022-03-18,181.179,121.454,2.2193,1.6074,1.5241,0.0952,0.0952,527302.4693
17,2022-03-17,185.3415,124.2444,2.2703,1.6443,1.5592,0.0931,0.0931,539417.0363
18,2022-03-16,177.6737,119.1042,2.1763,1.5763,1.4947,0.0971,0.0971,517100.7287
19,2022-03-15,187.3132,125.5661,2.2944,1.6618,1.5757,0.0921,0.0921,545155.5155
20,2022-03-14,196.5146,131.7343,2.4071,1.7434,1.6532,0.0878,0.0878,571935.0846
21,2022-03-11,195.2001,130.8531,2.391,1.7318,1.6421,0.0884,0.0884,568109.4319
22,2022-03-10,184.2461,123.5101,2.2568,1.6346,1.5499,0.0936,0.0936,536228.9924
23,2022-03-09,173.073,116.0201,2.12,1.5355,1.456,0.0997,0.0997,503710.9441
24,2022-03-08,180.7408,121.1603,2.2139,1.6035,1.5205,0.0954,0.0954,526027.2518
25,2022-03-07,174.6066,117.0482,2.1388,1.5491,1.4689,0.0988,0.0988,508174.2056
26,2022-03-04,175.0448,117.3419,2.1441,1.553,1.4725,0.0985,0.0985,509449.4232
27,2022-03-03,173.7303,116.4607,2.128,1.5413,1.4615,0.0993,0.0993,505623.7705
28,2022-03-02,175.2638,117.4888,2.1468,1.5549,1.4744,0.0984,0.0984,510087.032
29,2022-03-01,176.5783,118.3699,2.1629,1.5666,1.4854,0.0977,0.0977,513912.6847
30,2022-02-28,171.1013,114.6984,2.0958,1.518,1.4394,0.1008,0.1008,497972.465
31,2022-02-25,169.3487,113.5235,2.0744,1.5024,1.4246,0.1019,0.1019,492871.5947
32,2022-02-24,132.3807,88.7419,2.7541,1.1745,1.1136,0.1031,0.1031,385280.234
33,2022-02-23,136.0195,91.1811,2.8298,1.2067,1.1442,0.1268,0.1268,395870.3975
34,2022-02-22,135.6729,90.9488,2.8226,1.2037,1.1413,0.1271,0.1271,394861.8105
35,2022-02-21,141.2177,94.6658,2.9379,1.2529,1.188,0.1221,0.1221,410999.2025
36,2022-02-18,139.3117,93.3881,2.8983,1.2359,1.1719,0.1238,0.1238,405451.974
37,2022-02-17,141.2177,94.6658,2.9379,1.2529,1.188,0.1221,0.1221,410999.2025
38,2022-02-16,145.2029,97.3373,3.0208,1.2882,1.2215,0.1188,0.1188,422597.953
39,2022-02-15,143.99,96.5242,2.9956,1.2774,1.2113,0.1198,0.1198,419067.8985
