,date,open,high,low,close,volume
0,2017-11-29,104.6,106.3,101.12,101.71,9507720
1,2017-11-30,101.1,102.71,100.5,102.01,3340130
2,2017-12-01,102.05,103.3,101.34,102.26,1653160
3,2017-12-04,102.13,102.22,101.05,101.63,924230
4,2017-12-05,101.22,102.15,101.22,101.73,675480
5,2017-12-06,101.39,102.5,101.37,102.12,580700
6,2017-12-07,101.82,102.55,101.75,102.31,514090
7,2017-12-08,102.25,104.94,102.25,104.67,819430
8,2017-12-11,102.9,106.7,102.0,106.1,866020
9,2017-12-12,104.08,107.11,104.08,105.8,675620
10,2017-12-13,105.8,106.65,105.41,105.8,515400
11,2017-12-14,105.8,108.06,105.41,107.11,254470
12,2017-12-15,106.9,109.62,106.8,109.5,392750
13,2017-12-18,108.8,110.9,107.49,107.73,350680
14,2017-12-19,107.8,109.14,107.8,108.31,161060
15,2017-12-20,108.05,109.42,108.05,108.24,144600
16,2017-12-21,107.8,108.7,107.8,108.51,168130
17,2017-12-22,108.14,108.63,108.14,108.55,238890
18,2017-12-25,108.1,108.84,108.1,108.43,214980
19,2017-12-26,108.45,108.88,108.25,108.51,121470
20,2017-12-27,108.45,108.56,106.02,106.06,226130
21,2017-12-28,105.37,106.48,105.37,106.15,136890
22,2017-12-29,106.0,106.3,105.22,106.2,112380
23,2018-01-02,106.05,107.62,106.05,107.55,73380
24,2018-01-03,107.49,110.65,107.49,110.0,290790
25,2018-01-04,110.0,111.3,109.05,111.1,138200
26,2018-01-05,110.85,113.33,110.85,112.55,229370
27,2018-01-08,112.55,114.2,112.41,113.16,148570
28,2018-01-09,113.0,114.0,113.0,113.25,118220
29,2018-01-10,112.1,113.34,112.01,112.88,96940
30,2018-01-11,112.87,115.08,112.87,114.11,251190
31,2018-01-12,114.4,115.05,114.0,114.77,89610
32,2018-01-15,114.76,114.98,113.0,114.0,81270
33,2018-01-16,112.0,113.91,105.88,113.13,142770
34,2018-01-17,112.74,115.1,112.74,113.62,52250
35,2018-01-18,113.06,115.95,113.06,115.59,38810
36,2018-01-19,115.59,116.55,115.25,116.34,83270
37,2018-01-22,116.14,118.09,116.14,118.0,27200
38,2018-01-23,118.0,118.5,117.52,118.31,184900
39,2018-01-24,118.33,119.85,118.33,119.28,328170
40,2018-01-25,119.0,119.31,117.11,119.21,120590
41,2018-01-26,118.1,119.0,117.2,118.2,113120
42,2018-01-29,118.21,118.62,114.29,115.19,291130
43,2018-01-30,114.3,115.5,114.3,115.45,87220
44,2018-01-31,114.67,115.45,114.55,114.8,374650
45,2018-02-01,113.0,115.2,108.0,112.0,761960
46,2018-02-02,112.01,114.22,111.1,113.4,147240
47,2018-02-05,113.05,114.98,112.8,114.49,158350
48,2018-02-06,114.27,114.27,108.34,112.2,146380
49,2018-02-07,113.1,114.68,111.57,111.9,75910
50,2018-02-08,111.32,113.78,111.31,111.7,142440
51,2018-02-09,108.66,110.28,107.5,108.53,524280
52,2018-02-12,108.53,113.42,108.52,112.51,217010
53,2018-02-13,113.02,118.0,113.02,115.0,385360
54,2018-02-14,115.01,116.5,115.01,116.0,71150
55,2018-02-22,116.26,118.18,116.0,118.15,119190
56,2018-02-23,116.89,120.0,115.35,115.71,163980
57,2018-02-26,115.75,116.9,115.75,116.9,121390
58,2018-02-27,116.01,117.35,116.01,117.21,53660
59,2018-02-28,116.5,117.5,116.0,116.8,211120
60,2018-03-01,117.2,117.2,116.02,116.31,58840
61,2018-03-02,116.05,116.31,114.8,115.6,65710
62,2018-03-05,115.51,117.2,115.51,116.9,453770
63,2018-03-06,117.25,117.61,116.83,117.2,258020
64,2018-03-07,117.2,118.11,117.0,117.11,81120
65,2018-03-08,117.11,118.7,117.11,118.04,331670
66,2018-03-09,118.18,118.5,117.23,118.29,136880
67,2018-03-12,118.03,119.15,117.55,118.1,242080
68,2018-03-13,118.0,118.38,116.8,116.85,229610
