,date,open,high,low,close,volume
0,2013-12-09,104.1,107.0,104.1,106.92,61081340
1,2013-12-10,106.9,107.55,106.28,106.71,15414780
2,2013-12-11,106.25,106.35,103.86,104.1,9704540
3,2013-12-12,104.16,105.25,104.14,104.94,7646580
4,2013-12-13,104.4,106.26,104.15,105.99,6815170
5,2013-12-16,105.98,106.3,105.14,105.75,6772570
6,2013-12-17,105.77,106.2,105.2,105.94,5416890
7,2013-12-18,105.79,106.6,105.4,105.46,6013650
8,2013-12-19,106.19,106.36,103.91,104.11,4541640
9,2013-12-20,104.2,104.6,101.87,101.92,7167660
10,2013-12-23,102.0,104.1,101.51,103.42,5546920
11,2013-12-24,103.8,104.6,103.1,103.17,3446080
12,2013-12-25,103.38,104.65,102.55,104.35,3296040
13,2013-12-26,104.29,104.29,102.78,102.92,2655070
14,2013-12-27,103.45,104.82,103.11,104.18,4975860
15,2013-12-30,104.62,104.78,104.18,104.45,4326090
16,2013-12-31,104.3,107.95,104.27,107.32,5805800
17,2014-01-02,106.25,106.25,104.8,105.4,4332930
18,2014-01-03,104.81,105.16,104.01,104.12,3076370
19,2014-01-06,104.0,104.1,101.7,102.8,5919440
20,2014-01-07,102.38,103.11,102.11,102.85,2401150
21,2014-01-08,102.91,103.35,101.93,102.57,5429910
22,2014-01-09,102.62,103.1,102.06,102.14,5930670
23,2014-01-10,102.0,102.3,100.2,100.33,5913930
24,2014-01-13,100.7,101.29,99.97,100.36,3165570
25,2014-01-14,100.35,101.3,100.15,101.01,5923310
26,2014-01-15,101.17,101.66,100.49,100.83,2870080
27,2014-01-16,100.92,103.87,100.91,102.75,8674690
28,2014-01-17,102.5,102.95,101.0,101.91,3356160
29,2014-01-20,101.8,102.7,101.32,101.41,3955050
30,2014-01-21,101.6,104.29,101.55,102.75,5295760
31,2014-01-22,102.83,105.15,102.8,104.52,7169940
32,2014-01-23,104.52,104.69,103.62,104.04,4146940
33,2014-01-24,103.69,104.63,103.3,103.54,3765560
34,2014-01-27,102.88,102.88,101.03,101.67,3868550
35,2014-01-28,101.88,102.55,101.41,101.89,4430520
36,2014-01-29,102.0,102.68,101.91,102.46,2440740
37,2014-01-30,102.45,102.5,101.94,102.22,1081750
38,2014-02-07,101.64,101.64,101.0,101.52,1329030
39,2014-02-10,101.98,103.0,101.9,102.36,4263890
40,2014-02-11,102.36,103.76,102.2,103.18,3792770
41,2014-02-12,103.4,104.22,102.92,103.8,3174750
42,2014-02-13,103.8,104.05,102.81,103.6,3120070
43,2014-02-14,103.5,104.47,103.2,103.78,1858150
44,2014-02-17,104.79,104.86,103.8,104.65,4810600
45,2014-02-18,104.8,104.8,103.57,103.57,3496750
46,2014-02-19,103.6,104.2,102.93,103.55,3362410
47,2014-02-20,103.65,104.5,103.4,103.47,2404940
48,2014-02-21,103.48,103.6,102.91,103.23,2580920
49,2014-02-24,103.29,103.29,101.74,102.1,2719310
50,2014-02-25,102.2,102.38,101.0,101.01,4154280
51,2014-02-26,101.0,101.18,100.22,100.58,4297460
52,2014-02-27,100.97,102.0,100.52,101.56,3355880
53,2014-02-28,101.11,101.55,100.7,101.37,2255690
54,2014-03-03,101.43,101.5,100.6,100.8,1953280
55,2014-03-04,100.66,101.85,100.51,101.4,1907150
56,2014-03-05,101.75,101.8,100.73,100.73,1441670
57,2014-03-06,100.68,101.49,100.57,101.2,1091910
58,2014-03-07,101.14,101.59,100.7,100.72,1285570
59,2014-03-10,100.4,100.59,100.04,100.1,1784200
60,2014-03-11,100.1,100.57,100.03,100.1,1028170
61,2014-03-12,100.1,100.86,100.0,100.15,2701820
62,2014-03-13,100.33,100.78,100.22,100.28,1764330
63,2014-03-14,100.4,100.81,100.15,100.31,1797230
64,2014-03-17,100.5,100.7,99.96,100.2,2553440
65,2014-03-18,100.26,100.35,99.99,99.99,1587710
66,2014-03-19,100.0,100.08,98.7,99.03,3472810
67,2014-03-20,99.04,99.4,98.88,98.98,2008930
68,2014-03-21,99.01,100.23,99.01,100.04,3555040
69,2014-03-24,100.34,100.84,99.95,100.46,3899930
70,2014-03-25,100.46,100.64,100.1,100.29,911420
71,2014-03-26,100.44,100.49,99.55,99.7,1566220
72,2014-03-27,99.79,100.1,99.46,99.97,839630
73,2014-03-28,99.9,100.14,99.31,99.8,1142910
74,2014-03-31,99.79,99.99,99.01,99.08,2042230
75,2014-04-01,99.07,100.31,99.05,99.89,1118900
76,2014-04-02,99.99,100.3,99.92,100.19,2121120
77,2014-04-03,100.31,102.2,100.31,101.45,7481990
78,2014-04-04,101.4,102.02,101.21,101.94,1954500
79,2014-04-08,101.8,103.33,101.8,102.94,4098580
80,2014-04-09,102.93,103.39,102.61,102.91,1846070
81,2014-04-10,102.81,106.8,102.61,105.75,17749500
82,2014-04-11,106.15,106.28,104.46,104.98,7266930
83,2014-04-14,105.29,105.39,104.49,105.05,2591450
84,2014-04-15,104.98,105.15,103.76,104.23,2590390
85,2014-04-16,104.01,104.5,104.01,104.34,1138960
86,2014-04-17,104.38,104.87,103.65,103.75,1620740
87,2014-04-18,103.6,104.08,103.2,103.86,1903220
88,2014-04-21,103.65,104.59,103.22,103.41,2199250
89,2014-04-22,103.41,103.8,103.16,103.63,1513960
90,2014-04-23,103.6,104.79,103.6,104.21,3811830
91,2014-04-24,104.01,105.15,104.01,104.86,3656330
92,2014-04-25,105.0,105.29,104.04,104.12,1162280
93,2014-04-28,104.0,104.15,102.4,102.61,2554630
94,2014-04-29,102.75,103.47,102.4,103.05,2039570
95,2014-04-30,103.15,104.5,103.02,103.52,767980
96,2014-05-05,103.48,103.58,103.1,103.36,916420
97,2014-05-06,103.38,104.66,103.38,103.9,1654600
98,2014-05-07,103.9,103.9,102.97,103.41,2464410
99,2014-05-08,103.5,104.1,103.01,103.48,2949820
100,2014-05-09,103.79,103.79,103.13,103.52,2590450
101,2014-05-12,103.89,105.1,103.6,104.44,5809900
102,2014-05-13,104.41,104.64,104.22,104.41,1658350
103,2014-05-14,104.5,104.6,104.29,104.4,1815390
104,2014-05-15,104.59,104.79,103.77,103.98,900590
105,2014-05-16,103.96,104.26,103.6,103.75,699930
106,2014-05-19,103.7,103.7,102.16,102.8,2254840
107,2014-05-20,102.99,103.18,102.3,102.44,2415170
108,2014-05-21,102.44,102.87,102.18,102.84,2547300
109,2014-05-22,102.86,103.48,102.8,103.16,2376750
110,2014-05-23,103.16,103.66,103.16,103.6,1686380
111,2014-05-26,103.75,103.99,103.2,103.6,1058990
112,2014-05-27,103.62,103.73,103.34,103.47,1702140
113,2014-05-28,103.48,104.05,103.48,103.93,1969360
114,2014-05-29,104.0,104.6,104.0,104.1,2772590
115,2014-05-30,104.02,104.58,103.78,103.94,1828840
116,2014-06-03,104.2,104.87,104.17,104.39,1352290
117,2014-06-04,104.55,104.55,103.05,103.62,2204330
118,2014-06-05,103.62,104.2,103.54,104.09,1954010
119,2014-06-06,104.1,104.46,103.9,104.1,1437430
120,2014-06-09,104.09,104.78,103.91,104.5,2986050
121,2014-06-10,104.59,105.45,104.5,105.45,9995740
122,2014-06-11,105.45,105.62,105.21,105.51,2177200
123,2014-06-12,105.48,105.9,105.41,105.51,1849720
124,2014-06-13,105.5,107.38,105.5,106.88,7967380
125,2014-06-16,106.88,108.14,106.81,108.0,4960780
126,2014-06-17,107.9,107.9,106.7,106.86,3438720
127,2014-06-18,106.78,107.19,105.69,106.14,4558440
128,2014-06-19,106.14,106.43,105.6,105.96,2007400
129,2014-06-20,105.96,106.4,105.43,106.24,2353290
130,2014-06-23,106.24,106.9,105.99,106.02,3052560
131,2014-06-24,106.02,106.68,105.91,106.68,1311000
132,2014-06-25,106.61,106.98,106.2,106.78,1741390
133,2014-06-26,106.68,107.85,106.6,107.58,1697030
134,2014-06-27,107.25,107.58,106.7,107.25,1639670
135,2014-06-30,106.96,107.55,106.8,107.21,1919410
136,2014-07-01,107.11,107.53,105.82,106.26,2074000
137,2014-07-02,106.32,106.81,106.21,106.4,1053150
138,2014-07-03,106.4,107.05,106.34,106.89,2109160
139,2014-07-04,106.88,107.47,106.25,106.82,2551460
140,2014-07-07,106.8,107.0,106.59,106.75,1053960
141,2014-07-08,106.65,106.8,106.3,106.68,2710480
142,2014-07-09,106.52,106.82,105.65,105.72,1618070
143,2014-07-10,106.46,106.7,105.0,105.03,1506720
144,2014-07-11,105.1,105.55,105.0,105.42,2162430
145,2014-07-14,105.42,106.2,105.15,105.92,3127540
146,2014-07-15,105.81,106.45,105.13,105.96,1728340
147,2014-07-16,106.14,106.5,105.5,105.76,1225070
148,2014-07-17,105.75,105.87,104.82,105.47,2707570
149,2014-07-18,105.41,106.09,105.11,105.5,1871880
150,2014-07-21,105.51,106.1,105.51,105.75,1639590
151,2014-07-22,105.78,107.8,105.4,106.86,2203420
152,2014-07-23,107.0,108.28,106.9,107.76,5460090
153,2014-07-24,107.75,109.36,107.75,108.9,4121870
154,2014-07-25,109.1,109.5,108.35,108.94,5797660
155,2014-07-28,109.2,111.02,109.2,110.7,7696860
156,2014-07-29,110.79,110.98,110.0,110.71,3726020
157,2014-07-30,110.64,112.0,109.78,110.24,7097410
158,2014-07-31,110.31,112.1,109.83,112.02,4150950
159,2014-08-01,111.26,113.21,111.26,111.77,4634110
160,2014-08-04,111.81,113.31,111.4,113.15,3890090
161,2014-08-05,113.15,113.5,112.2,112.5,4337230
162,2014-08-06,112.17,112.3,110.7,111.74,4821270
163,2014-08-07,111.7,111.98,110.68,110.71,2400300
164,2014-08-08,110.51,111.3,110.15,110.49,3544690
165,2014-08-11,110.7,111.93,110.45,111.51,3801980
166,2014-08-12,111.8,111.8,111.1,111.5,2043930
167,2014-08-13,111.58,112.2,110.11,111.28,5452350
168,2014-08-14,112.1,112.21,110.8,111.0,3440950
169,2014-08-15,111.05,112.2,110.82,111.8,3998750
170,2014-08-18,111.93,112.48,111.0,112.01,1899320
171,2014-08-19,112.2,112.35,111.43,111.89,1788150
172,2014-08-20,111.65,111.94,111.3,111.45,2733600
173,2014-08-21,111.1,111.64,110.27,110.4,3742130
174,2014-08-22,110.56,110.85,110.24,110.48,2535990
175,2014-08-25,110.52,110.52,109.61,109.71,1422020
176,2014-08-26,109.61,110.14,109.45,109.47,3356920
177,2014-08-27,109.75,110.05,109.5,109.83,1817810
178,2014-08-28,109.98,110.7,109.8,110.36,1870440
179,2014-08-29,110.36,111.49,110.23,111.21,1810820
180,2014-09-01,111.4,112.15,111.1,112.05,2039380
181,2014-09-02,112.05,112.89,111.61,112.75,2752990
182,2014-09-03,112.97,114.43,112.82,113.8,5022490
183,2014-09-04,113.81,114.5,113.33,114.01,5854150
184,2014-09-05,114.1,114.6,113.69,114.05,5139460
185,2014-09-09,114.17,114.37,112.8,113.02,3097740
186,2014-09-10,112.8,112.8,111.91,112.51,3734220
187,2014-09-11,112.52,113.65,112.02,112.24,3787740
188,2014-09-12,112.27,113.41,111.86,113.31,3726870
189,2014-09-15,113.31,113.31,112.15,112.4,4943400
190,2014-09-16,112.4,112.86,110.5,110.58,3952400
191,2014-09-17,110.85,111.01,109.96,110.15,3801570
192,2014-09-18,110.2,111.27,110.06,110.9,2683380
193,2014-09-19,111.02,112.25,111.02,111.6,5080890
194,2014-09-22,111.36,111.36,108.54,108.91,3453100
195,2014-09-23,109.01,109.62,108.71,109.48,4293280
196,2014-09-24,110.0,112.4,109.3,112.17,4755160
197,2014-09-25,112.4,113.88,111.71,111.99,4279320
198,2014-09-26,111.92,111.92,111.11,111.5,2266180
199,2014-09-29,111.6,111.79,110.03,110.4,2755440
200,2014-09-30,110.43,110.7,109.88,110.0,3002760
201,2014-10-08,110.21,110.65,109.83,110.52,2067380
202,2014-10-09,110.7,111.81,110.6,111.28,2704130
203,2014-10-10,111.11,111.25,109.3,109.66,2237650
204,2014-10-13,109.48,109.48,107.8,108.69,3697720
205,2014-10-14,108.8,108.8,107.72,107.75,6016080
206,2014-10-15,107.77,109.2,107.35,108.97,5695940
207,2014-10-16,108.79,109.36,108.24,108.53,4176690
208,2014-10-17,108.55,108.9,107.89,108.57,3471420
209,2014-10-20,108.73,109.55,108.73,109.18,5051120
210,2014-10-21,109.24,109.46,108.89,109.09,3561130
211,2014-10-22,109.24,110.38,109.1,109.75,4817640
212,2014-10-23,109.7,110.34,109.3,109.91,4196130
213,2014-10-24,109.91,110.2,109.41,109.66,2979450
214,2014-10-27,109.46,109.46,107.45,108.36,2771610
215,2014-10-28,108.4,109.3,108.26,109.3,2403300
216,2014-10-29,110.6,112.1,110.6,111.6,6193610
217,2014-10-30,111.7,112.83,111.5,112.55,4060210
218,2014-10-31,112.79,115.75,112.79,115.44,6262910
219,2014-11-03,115.52,116.91,115.01,116.2,4005650
220,2014-11-04,116.2,116.45,114.8,115.34,5707950
221,2014-11-05,115.5,115.59,111.52,114.91,7042110
222,2014-11-06,115.0,115.99,114.28,115.08,3052420
223,2014-11-10,117.3,122.0,117.3,119.08,8234550
224,2014-11-11,120.23,122.1,118.2,118.33,9743290
225,2014-11-12,118.26,121.25,117.2,120.51,6197700
226,2014-11-13,121.52,123.99,121.01,122.36,8731820
227,2014-11-14,121.88,122.96,120.0,121.14,4940240
228,2014-11-17,122.8,123.0,117.51,117.61,5850600
229,2014-11-18,117.31,117.6,114.4,115.02,6513690
230,2014-11-19,115.2,116.3,114.8,115.8,3838050
231,2014-11-20,115.78,119.1,115.75,118.4,6123470
232,2014-11-21,118.4,120.6,116.4,120.39,5185050
233,2014-11-24,125.0,125.88,121.81,124.08,12135750
234,2014-11-25,124.1,125.6,123.52,125.06,4169140
235,2014-11-26,125.5,129.0,125.25,128.85,10644860
236,2014-11-27,131.6,131.6,128.26,129.77,11603710
237,2014-11-28,129.6,131.4,128.0,130.55,6724720
238,2014-12-01,135.0,137.0,125.44,129.88,10308820
239,2014-12-02,129.99,136.8,128.5,135.03,9799590
240,2014-12-03,136.33,140.1,132.0,135.4,17129130
241,2014-12-04,135.98,148.01,134.0,146.24,16712650
242,2014-12-05,149.0,150.49,138.07,143.03,21490880
243,2014-12-08,142.99,157.0,138.0,155.22,28493310
244,2014-12-09,148.11,162.7,137.5,141.51,29727580
245,2014-12-10,144.8,145.76,137.15,145.1,24339150
246,2014-12-11,142.98,145.0,137.07,137.87,13426320
247,2014-12-12,139.2,142.97,137.12,138.47,16459580
248,2014-12-15,138.02,140.97,136.8,140.32,11857940
249,2014-12-16,141.9,151.99,141.52,151.77,19668200
250,2014-12-17,153.0,157.05,148.7,153.72,15707540
251,2014-12-18,156.5,165.48,155.0,158.8,23054330
252,2014-12-19,161.7,161.88,150.53,157.0,15788600
253,2014-12-22,159.0,165.43,156.8,158.75,18439070
254,2014-12-23,156.8,168.87,150.0,156.86,31036730
255,2014-12-24,159.05,159.8,144.0,145.6,51016880
256,2014-12-25,147.67,153.43,145.88,152.94,29563640
257,2014-12-26,154.15,164.99,154.15,164.13,34505968
258,2014-12-29,170.05,180.5,167.0,171.55,35312472
259,2014-12-30,171.4,178.99,169.06,174.66,31279800
260,2014-12-31,177.0,181.88,175.6,180.51,19676320
261,2015-01-05,187.0,192.33,182.0,184.01,17923300
262,2015-01-06,180.98,186.04,175.11,178.17,11687050
263,2015-01-07,177.48,181.9,175.76,177.53,14271860
264,2015-01-08,180.01,181.97,171.0,171.79,12529990
265,2015-01-09,171.66,188.97,165.0,167.57,12305630
