,date,open,high,low,close,volume
0,2016-05-04,100.05,100.06,100.05,100.06,260000
1,2016-05-11,101.0,102.0,101.0,102.0,27820
2,2016-05-12,102.49,102.5,102.1,102.4,1730
3,2016-05-13,102.6,102.6,102.0,102.6,15900
4,2016-05-16,102.6,102.6,102.33,102.59,4840
5,2016-05-17,102.6,102.6,102.4,102.59,19930
6,2016-05-18,102.25,102.55,102.25,102.55,1450
7,2016-05-19,102.2,102.54,102.2,102.54,210
8,2016-05-20,102.55,102.55,102.55,102.55,190
9,2016-05-23,102.54,102.54,102.54,102.54,50
10,2016-05-24,102.57,102.57,102.54,102.54,180
11,2016-05-25,102.2,102.2,102.2,102.2,100
12,2016-05-26,102.2,102.2,102.2,102.2,110
13,2016-05-30,102.3,102.3,102.3,102.3,90
14,2016-06-01,102.18,102.3,102.18,102.3,350
15,2016-06-03,102.0,102.3,102.0,102.3,120
16,2016-06-07,102.28,102.28,102.28,102.28,200
17,2016-06-14,102.28,102.28,102.28,102.28,190
18,2016-06-15,92.59,102.49,92.59,102.25,1020
19,2016-06-16,102.23,102.23,102.23,102.23,20
20,2016-06-20,100.4,102.26,100.4,102.21,21190
21,2016-06-23,102.16,102.19,102.16,102.19,110
22,2016-06-27,102.27,102.29,102.22,102.22,2200
23,2016-06-28,102.18,102.18,101.9,102.0,530
24,2016-06-29,101.36,101.6,101.33,101.58,3980
25,2016-06-30,101.21,101.25,101.2,101.25,9040
26,2016-07-01,101.1,101.23,101.1,101.23,4390
27,2016-07-04,101.24,101.25,101.0,101.1,10280
28,2016-07-05,101.1,101.1,101.0,101.0,4540
29,2016-07-06,101.0,101.0,100.31,100.49,136920
30,2016-07-07,100.48,100.49,100.4,100.4,18910
31,2016-07-08,100.5,100.85,100.44,100.7,30890
32,2016-07-11,100.89,101.17,100.64,101.09,57460
33,2016-07-12,100.96,101.05,100.86,100.91,14750
34,2016-07-13,100.91,100.91,100.7,100.71,87740
35,2016-07-14,100.72,100.72,100.56,100.7,161370
36,2016-07-15,100.53,100.77,100.51,100.74,214840
37,2016-07-18,100.85,101.5,100.74,101.24,28910
38,2016-07-19,101.0,101.3,101.0,101.25,145390
39,2016-07-20,101.25,102.0,101.25,102.0,396630
40,2016-07-21,102.36,103.15,102.36,103.15,202180
41,2016-07-25,102.9,102.9,102.59,102.8,81300
42,2016-07-26,102.6,102.79,102.51,102.6,19470
43,2016-07-27,102.75,102.85,102.75,102.81,127770
44,2016-07-28,102.66,102.9,102.66,102.9,39540
45,2016-07-29,103.35,103.35,103.11,103.35,309760
46,2016-08-01,103.35,103.46,103.0,103.45,140940
47,2016-08-02,103.4,103.42,103.18,103.18,22260
48,2016-08-03,103.25,103.49,103.25,103.49,354530
49,2016-08-05,103.33,103.65,103.32,103.65,267370
50,2016-08-08,103.68,103.9,103.68,103.9,1730
