,date,open,high,low,close,volume
0,2013-09-17,96.4,96.5,96.4,96.5,21340
1,2013-09-23,96.5,96.5,96.5,96.5,150
2,2013-09-25,96.75,96.95,96.5,96.5,22000
3,2013-09-27,96.2,96.2,96.2,96.2,1740
4,2013-10-08,96.6,96.6,96.6,96.6,1240
5,2013-10-09,96.75,96.75,96.75,96.75,100
6,2013-10-11,96.72,96.72,96.72,96.72,300000
7,2013-10-31,95.86,96.2,95.86,96.2,100100
8,2013-11-01,95.87,95.87,95.87,95.87,100000
9,2013-11-08,94.72,94.89,94.71,94.71,7110
10,2013-11-11,94.93,94.93,94.45,94.45,202660
11,2013-11-13,94.2,94.2,94.2,94.2,50
12,2013-11-14,94.45,94.45,94.45,94.45,50
13,2013-12-19,93.3,94.5,91.49,94.5,1740
14,2013-12-20,93.1,94.0,93.1,94.0,3010
15,2013-12-23,93.3,93.3,93.3,93.3,1450
16,2014-01-08,92.01,92.01,92.0,92.0,2140
17,2014-01-09,92.97,93.9,92.97,93.9,2150
18,2014-02-10,94.8,94.8,94.8,94.8,10
19,2014-02-25,94.6,94.8,94.6,94.8,12380
20,2014-03-20,99.98,99.98,99.98,99.98,10
21,2014-04-01,97.05,97.05,97.05,97.05,50
22,2014-05-22,95.1,101.79,95.1,101.79,1820
23,2014-06-04,95.78,101.78,95.78,97.1,30030
24,2014-06-09,96.55,96.55,96.55,96.55,229990
25,2014-06-10,99.99,99.99,99.99,99.99,10
26,2014-06-18,96.7,97.0,96.0,97.0,240
27,2014-06-19,96.7,97.0,96.7,97.0,110
28,2014-06-23,93.26,96.55,93.26,96.55,4560
29,2014-06-24,97.0,97.0,97.0,97.0,10
30,2014-06-26,96.88,97.0,96.5,96.9,110
31,2014-06-30,97.0,97.0,96.12,96.12,30
32,2014-07-01,97.0,97.0,97.0,97.0,10
33,2014-07-08,95.81,96.5,95.81,96.5,1110
34,2014-07-10,95.81,96.29,95.8,96.29,2360
35,2014-07-11,95.7,96.3,95.7,96.27,89670
36,2014-07-14,95.81,96.23,95.71,96.23,24100
37,2014-07-15,95.68,95.98,95.52,95.98,22880
38,2014-07-16,95.35,95.83,95.35,95.83,21910
39,2014-07-17,95.02,95.8,95.02,95.33,47780
40,2014-07-18,94.81,95.8,94.8,95.07,38890
41,2014-07-21,94.92,95.22,94.91,95.22,4730
42,2014-07-22,95.01,95.31,95.01,95.3,25500
43,2014-07-23,95.3,95.32,95.3,95.31,11310
44,2014-07-24,95.3,95.3,95.23,95.23,18830
45,2014-07-25,95.68,95.68,95.4,95.5,4970
46,2014-07-29,95.09,95.8,95.0,95.45,35390
47,2014-07-30,95.1,95.16,95.0,95.15,66710
48,2014-07-31,95.14,95.72,95.04,95.57,4690
49,2014-08-01,95.01,95.49,95.01,95.47,830
50,2014-08-04,95.18,95.4,95.18,95.4,4790
51,2014-08-05,95.11,95.75,95.11,95.42,170
52,2014-08-06,95.5,95.5,95.5,95.5,2240
53,2014-08-08,95.13,95.88,95.13,95.5,240
54,2014-08-13,95.5,95.7,95.5,95.7,80
55,2014-08-15,95.7,95.7,95.7,95.7,240
56,2014-08-21,94.05,95.87,94.05,95.84,40
57,2014-08-27,93.89,95.9,93.89,95.9,16720
58,2014-08-29,95.51,95.51,95.51,95.51,100
59,2014-09-01,95.89,95.9,95.89,95.9,30090
60,2014-09-02,95.98,95.98,95.8,95.8,210
61,2014-09-03,95.8,95.9,95.8,95.8,6920
62,2014-09-12,96.0,96.0,96.0,96.0,10
63,2014-09-17,96.35,96.35,96.35,96.35,3070
64,2014-09-18,95.7,96.35,95.7,96.01,77730
65,2014-09-19,95.01,96.25,95.01,96.25,2270
66,2014-09-22,95.53,95.53,95.53,95.53,10
67,2014-09-23,96.33,96.33,96.33,96.33,10
68,2014-09-24,95.52,96.34,95.52,96.34,20
69,2014-09-25,94.5,95.99,94.5,95.99,20
70,2014-09-26,94.0,95.98,94.0,95.98,250
71,2014-09-29,96.1,96.1,96.0,96.0,330
72,2014-09-30,96.1,96.35,95.0,95.03,16410
73,2014-10-08,95.96,95.96,95.23,95.23,210
74,2014-10-09,95.5,95.78,95.42,95.42,230
75,2014-10-10,95.96,96.3,95.96,96.25,14950
76,2014-10-13,96.35,96.35,96.25,96.25,60
77,2014-10-14,96.35,97.7,96.35,97.7,21350
78,2014-10-15,97.0,98.3,97.0,98.0,550
79,2014-10-20,97.98,97.98,97.73,97.73,2350
80,2014-10-27,96.5,97.4,96.5,97.31,2550
81,2014-11-03,97.99,97.99,95.51,97.99,210
82,2014-11-04,98.6,98.79,98.6,98.79,31450
83,2014-11-07,99.0,99.0,99.0,99.0,20
84,2014-11-10,99.39,99.39,99.0,99.0,200
85,2014-11-11,99.7,99.7,99.0,99.0,800010
86,2014-11-28,99.0,99.0,99.0,99.0,20030
87,2014-12-12,94.25,94.25,94.25,94.25,700
88,2014-12-15,98.5,98.5,98.5,98.5,20
89,2014-12-22,98.7,98.7,98.7,98.7,1600
