,date,open,high,low,close,volume
0,2019-12-02,91.58,91.58,91.58,91.58,360
1,2019-12-03,91.4,91.4,91.39,91.4,13440
2,2019-12-04,91.88,91.88,91.8,91.8,1300
3,2019-12-05,91.88,92.08,91.88,92.08,240
4,2019-12-06,92.28,92.28,92.28,92.28,20
5,2019-12-09,92.25,92.5,92.25,92.5,630
6,2019-12-11,92.8,92.8,92.8,92.8,10
7,2019-12-18,92.1,92.1,92.1,92.1,40
8,2019-12-20,92.25,92.8,92.25,92.27,1760
9,2019-12-23,92.28,92.29,92.28,92.29,2830
10,2019-12-24,92.3,92.3,92.3,92.3,110
11,2019-12-26,92.9,94.8,92.9,94.8,1960
12,2019-12-30,102.11,102.11,92.0,92.0,150
13,2020-01-02,94.8,95.0,92.9,95.0,440
14,2020-01-03,93.9,93.9,93.9,93.9,100
15,2020-01-06,94.0,95.0,94.0,94.0,1770
16,2020-01-07,94.0,94.0,94.0,94.0,80
17,2020-01-08,96.0,96.0,94.12,94.12,350
18,2020-01-14,95.0,95.0,95.0,95.0,200
19,2020-01-16,96.99,96.99,96.99,96.99,10
20,2020-01-17,96.99,96.99,96.99,96.99,100
21,2020-01-21,96.0,96.3,96.0,96.3,220
22,2020-01-22,97.1,97.1,97.1,97.1,100
23,2020-01-23,96.98,101.98,96.6,98.0,880
24,2020-02-03,98.03,98.03,98.03,98.03,70
25,2020-02-05,98.5,98.5,98.5,98.5,480
26,2020-02-07,98.5,98.5,98.5,98.5,50
27,2020-02-11,108.0,108.0,93.2,95.03,110
28,2020-02-12,101.98,101.99,96.99,101.94,2190
29,2020-02-13,98.51,98.51,98.51,98.51,10
30,2020-02-17,98.07,98.07,98.07,98.07,10
31,2020-02-20,90.5,101.97,90.5,101.97,90
32,2020-03-09,102.0,108.0,100.02,100.02,50
33,2020-03-16,100.0,100.0,100.0,100.0,110
34,2020-03-18,101.99,101.99,101.99,101.99,10
35,2020-03-19,97.0,97.0,97.0,97.0,40
36,2020-03-20,100.0,100.0,99.99,99.99,110
37,2020-03-23,96.0,99.0,96.0,99.0,20
38,2020-03-24,95.89,101.0,95.89,101.0,30
39,2020-03-26,102.0,102.0,101.99,101.99,270
40,2020-04-01,99.0,100.5,99.0,100.5,90
41,2020-04-02,99.06,99.2,99.06,99.06,30
42,2020-04-08,100.01,100.01,100.01,100.01,10
43,2020-04-09,98.31,98.31,98.31,98.31,10
44,2020-04-10,102.99,102.99,102.9,102.9,410
45,2020-04-16,102.9,102.9,102.9,102.9,40
46,2020-04-17,102.89,102.9,102.89,102.9,840
47,2020-04-20,97.0,99.37,97.0,99.37,860
48,2020-04-21,107.98,107.98,101.9,101.9,1060
49,2020-04-22,104.5,104.5,100.6,100.6,940
50,2020-04-23,104.48,104.48,104.0,104.0,860
51,2020-04-24,100.62,103.96,100.62,101.3,1160
52,2020-04-27,102.98,102.98,102.98,102.98,840
53,2020-04-28,100.68,100.68,100.68,100.68,840
54,2020-04-29,104.65,104.65,104.65,104.65,840
55,2020-04-30,98.02,103.7,98.02,103.7,850
56,2020-05-06,103.67,103.67,103.0,103.0,890
57,2020-05-07,98.01,98.01,98.01,98.01,840
58,2020-05-08,102.99,102.99,100.16,100.16,940
59,2020-05-11,100.26,100.26,100.26,100.26,10
60,2020-05-12,100.27,100.27,100.1,100.1,200
61,2020-05-19,98.32,98.32,98.32,98.32,840
62,2020-05-20,101.98,101.98,101.98,101.98,840
63,2020-05-21,102.49,102.49,102.49,102.49,10
64,2020-05-22,98.32,98.83,98.32,98.83,850
65,2020-05-26,102.47,102.47,98.31,98.32,860
66,2020-05-27,98.48,98.48,98.48,98.48,840
67,2020-06-01,100.0,100.99,99.04,99.04,970
68,2020-06-03,99.0,99.0,99.0,99.0,600
69,2020-06-04,100.88,100.88,100.88,100.88,300
70,2020-06-05,99.0,99.08,99.0,99.08,400
71,2020-06-09,99.01,99.01,99.01,99.01,840
72,2020-06-10,99.01,100.99,99.01,100.99,850
73,2020-06-11,99.01,99.01,99.01,99.01,840
74,2020-06-12,100.87,100.87,100.87,100.87,840
75,2020-06-15,100.0,100.0,100.0,100.0,10
76,2020-06-16,100.0,100.0,91.2,91.2,870
77,2020-06-17,100.88,100.88,100.8,100.87,910
78,2020-06-18,97.04,97.66,97.04,97.66,60
79,2020-06-22,96.01,96.08,96.01,96.08,870
80,2020-06-23,99.99,99.99,99.98,99.98,850
81,2020-06-24,95.55,96.35,95.55,96.35,850
82,2020-06-29,103.95,103.95,103.95,103.95,840
83,2020-06-30,96.35,96.35,96.35,96.35,10
84,2020-07-01,96.35,96.35,96.35,96.35,10
85,2020-07-02,99.99,99.99,96.51,96.51,90
86,2020-07-06,96.55,96.55,96.55,96.55,10
