,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2020-08-24,48.0,58.8,61.24,48.0,164751,885465231.0,43.35,92.53,28.26,57.9
1,2020-08-25,65.0,104.0,104.0,65.0,196703,1493786144.0,66.33,76.87,45.2,69.13
2,2020-08-26,90.61,85.4,103.0,85.0,171948,1579187468.0,17.31,-17.88,-18.6,60.43
3,2020-08-27,81.6,71.41,84.99,71.12,116473,887464333.0,16.24,-16.38,-13.99,40.93
4,2020-08-28,69.97,68.0,73.99,63.41,101427,695671568.0,14.82,-4.78,-3.41,35.65
5,2020-08-31,68.0,68.2,69.98,65.46,71311,485710088.0,6.65,0.29,0.2,25.06
6,2020-09-01,66.9,62.15,67.29,61.82,84559,545485227.0,8.02,-8.87,-6.05,29.72
7,2020-09-02,61.3,61.06,63.2,60.01,59150,364327074.0,5.13,-1.75,-1.09,20.79
8,2020-09-03,62.0,58.58,63.78,58.28,62197,380195782.0,9.01,-4.06,-2.48,21.86
9,2020-09-04,56.6,57.88,59.65,56.13,53281,306008576.0,6.01,-1.19,-0.7,18.73
10,2020-09-07,56.8,55.8,57.54,55.3,49600,279356172.0,3.87,-3.59,-2.08,17.43
11,2020-09-08,55.5,53.81,56.78,53.73,45108,247739190.0,5.47,-3.57,-1.99,15.85
12,2020-09-09,52.98,49.75,53.86,49.71,49645,255893636.0,7.71,-7.55,-4.06,17.45
13,2020-09-10,50.59,48.22,50.88,48.02,39494,196037960.0,5.75,-3.08,-1.53,13.88
14,2020-09-11,48.05,55.18,55.59,47.07,79568,413752298.0,17.67,14.43,6.96,27.96
15,2020-09-14,54.0,57.2,57.99,53.81,84820,477488016.0,7.58,3.66,2.02,29.81
16,2020-09-15,56.15,57.93,62.77,54.5,97295,568925101.0,14.46,1.28,0.73,34.19
17,2020-09-16,56.61,62.86,64.97,55.51,111444,671152528.0,16.33,8.51,4.93,39.17
18,2020-09-17,60.98,59.72,66.3,58.7,125123,784669520.0,12.09,-5.0,-3.14,43.97
19,2020-09-18,58.0,57.07,60.5,56.03,63194,365168163.0,7.48,-4.44,-2.65,22.21
20,2020-09-21,57.25,60.3,61.3,56.35,63298,374754944.0,8.67,5.66,3.23,22.25
21,2020-09-22,58.7,61.42,63.5,58.48,76363,471645058.0,8.33,1.86,1.12,26.84
22,2020-09-23,61.43,62.0,64.0,60.28,70229,438129984.0,6.06,0.94,0.58,24.68
23,2020-09-24,62.35,74.4,74.4,61.85,119508,817703056.0,20.24,20.0,12.4,42.0
24,2020-09-25,76.92,67.99,78.9,66.9,134880,957297718.0,16.13,-8.62,-6.41,47.4
25,2020-09-28,66.01,61.85,66.88,60.1,85818,546458506.0,9.97,-9.03,-6.14,30.16
26,2020-09-29,62.56,58.39,63.06,58.22,63957,381400518.0,7.83,-5.59,-3.46,22.48
27,2020-09-30,57.81,58.29,60.95,57.81,53664,318830184.0,5.38,-0.17,-0.1,18.86
28,2020-10-09,59.84,64.34,66.41,59.21,78498,493948288.0,12.35,10.38,6.05,27.59
29,2020-10-12,65.06,66.5,67.95,65.01,78234,517145088.0,4.57,3.36,2.16,27.5
30,2020-10-13,66.33,67.3,68.95,65.16,70610,474411728.0,5.7,1.2,0.8,24.82
31,2020-10-14,66.5,73.08,80.01,66.46,125671,944031476.0,20.13,8.59,5.78,44.17
32,2020-10-15,71.5,79.25,85.85,69.0,138811,1053836206.0,23.06,8.44,6.17,48.78
33,2020-10-16,76.28,75.7,78.99,73.81,99569,761085280.0,6.54,-4.48,-3.55,34.99
34,2020-10-19,76.01,74.09,83.0,74.0,94101,732382240.0,11.89,-2.13,-1.61,33.07
35,2020-10-20,71.09,76.81,77.56,71.07,82763,616422096.0,8.76,3.67,2.72,29.09
36,2020-10-21,76.66,75.5,79.3,73.0,87623,668745504.0,8.2,-1.71,-1.31,30.79
37,2020-10-22,73.01,70.95,75.38,70.51,65138,476035744.0,6.45,-6.03,-4.55,22.89
38,2020-10-23,71.85,70.1,73.5,68.7,54240,385035344.0,6.77,-1.2,-0.85,19.06
39,2020-10-26,70.18,73.89,74.98,69.19,59331,431085312.0,8.26,5.41,3.79,20.85
40,2020-10-27,72.8,73.01,73.88,70.58,44359,321008464.0,4.47,-1.19,-0.88,15.59
41,2020-10-28,73.1,72.76,74.1,71.85,41936,306260624.0,3.08,-0.34,-0.25,14.74
42,2020-10-29,71.5,71.1,74.86,70.85,56316,410043408.0,5.51,-2.28,-1.66,19.79
43,2020-10-30,70.92,62.67,70.92,61.05,70636,462941840.0,13.88,-11.86,-8.43,24.82
44,2020-11-02,62.99,64.02,64.2,62.35,30972,195995111.0,2.95,2.15,1.35,10.88
45,2020-11-03,64.02,64.07,64.87,63.04,28006,179476685.0,2.86,0.08,0.05,9.84
46,2020-11-04,64.08,63.15,65.18,61.5,34742,219158791.0,5.74,-1.44,-0.92,12.21
47,2020-11-05,63.88,65.29,65.49,63.21,39480,254764212.0,3.61,3.39,2.14,13.88
48,2020-11-06,65.45,63.14,65.66,62.23,31579,200717895.0,5.25,-3.29,-2.15,11.1
49,2020-11-09,63.54,64.71,65.35,62.92,32120,206319890.0,3.85,2.49,1.57,11.29
50,2020-11-10,64.5,62.76,65.01,62.21,29599,186847847.0,4.33,-3.01,-1.95,10.4
51,2020-11-11,62.72,60.73,63.18,60.41,25323,156113275.0,4.41,-3.23,-2.03,8.9
52,2020-11-12,60.61,59.63,61.0,58.58,24921,148633528.0,3.98,-1.81,-1.1,8.76
53,2020-11-13,59.64,61.33,61.88,59.64,23096,141049269.0,3.76,2.85,1.7,8.12
54,2020-11-16,62.53,63.2,65.0,62.06,43544,276789344.0,4.79,3.05,1.87,15.3
55,2020-11-17,63.01,61.66,63.35,60.5,30216,185989836.0,4.51,-2.44,-1.54,10.62
56,2020-11-18,61.03,60.19,61.44,59.8,22914,138370462.0,2.66,-2.38,-1.47,8.05
57,2020-11-19,60.2,61.08,61.78,59.01,24662,149586182.0,4.6,1.48,0.89,8.67
58,2020-11-20,60.23,59.21,60.6,59.01,23446,139804969.0,2.6,-3.06,-1.87,8.24
59,2020-11-23,59.56,61.05,62.24,59.28,36143,221063996.0,5.0,3.11,1.84,12.7
60,2020-11-24,60.49,59.39,60.88,59.3,24397,146177801.0,2.59,-2.72,-1.66,8.57
61,2020-11-25,59.7,58.65,59.9,57.01,27706,161336447.0,4.87,-1.25,-0.74,9.74
62,2020-11-26,57.99,57.67,59.27,57.5,14536,84678814.0,3.02,-1.67,-0.98,5.11
63,2020-11-27,58.68,57.42,58.85,56.4,16222,93190044.0,4.25,-0.43,-0.25,5.7
64,2020-11-30,56.89,58.26,59.3,56.88,18885,109607921.0,4.21,1.46,0.84,6.64
65,2020-12-01,58.06,58.6,59.47,58.02,17977,105692110.0,2.49,0.58,0.34,6.32
66,2020-12-02,58.32,59.38,59.38,58.21,19375,114157015.0,2.0,1.33,0.78,6.81
67,2020-12-03,59.3,63.05,64.9,59.19,54457,341669632.0,9.62,6.18,3.67,19.14
68,2020-12-04,61.6,62.17,63.04,61.3,28325,175408410.0,2.76,-1.4,-0.88,9.95
69,2020-12-07,61.76,60.83,62.68,60.6,19642,120325980.0,3.35,-2.16,-1.34,6.9
70,2020-12-08,60.4,59.64,61.3,59.21,18275,109822901.0,3.44,-1.96,-1.19,6.42
71,2020-12-09,59.5,57.84,59.89,57.68,18803,109787080.0,3.71,-3.02,-1.8,6.61
72,2020-12-10,57.56,57.7,58.97,57.0,15688,91125116.0,3.41,-0.24,-0.14,5.51
73,2020-12-11,57.75,54.84,58.14,54.58,22885,128474075.0,6.17,-4.96,-2.86,8.04
74,2020-12-14,55.14,55.42,55.78,54.5,14234,78423622.0,2.33,1.06,0.58,5.0
75,2020-12-15,55.22,55.11,55.97,54.85,11157,61852917.0,2.02,-0.56,-0.31,3.92
76,2020-12-16,55.0,52.56,55.15,52.32,21804,115838224.0,5.14,-4.63,-2.55,7.66
77,2020-12-17,52.22,53.37,53.8,52.21,16719,88846650.0,3.03,1.54,0.81,5.88
78,2020-12-18,53.18,51.38,53.54,51.23,19248,100548040.0,4.33,-3.73,-1.99,6.76
79,2020-12-21,51.3,52.1,52.57,50.68,14407,74959740.0,3.68,1.4,0.72,5.06
80,2020-12-22,52.11,54.88,57.6,52.11,46551,257352216.0,10.54,5.34,2.78,16.36
81,2020-12-23,54.12,52.9,54.49,52.49,28581,152254683.0,3.64,-3.61,-1.98,10.04
82,2020-12-24,52.82,50.68,52.82,50.68,20111,103313735.0,4.05,-4.2,-2.22,7.07
83,2020-12-25,50.0,50.84,51.87,50.0,14940,76253042.0,3.69,0.32,0.16,5.25
84,2020-12-28,51.0,52.51,54.47,50.9,27523,145954968.0,7.02,3.28,1.67,9.67
85,2020-12-29,51.8,51.4,52.32,50.86,16887,86804678.0,2.78,-2.11,-1.11,5.93
86,2020-12-30,51.93,51.09,51.93,50.14,15763,80186981.0,3.48,-0.6,-0.31,5.54
87,2020-12-31,51.0,52.89,53.49,50.66,22003,115543845.0,5.54,3.52,1.8,7.33
88,2021-01-04,53.06,53.93,54.55,53.0,22234,119580349.0,2.93,1.97,1.04,7.41
89,2021-01-05,53.75,55.49,56.44,53.21,27482,151915701.0,5.99,2.89,1.56,9.16
90,2021-01-06,55.29,53.76,55.31,52.81,25375,137167613.0,4.51,-3.12,-1.73,8.46
91,2021-01-07,53.68,50.71,53.68,50.06,26364,135122171.0,6.73,-5.67,-3.05,8.79
92,2021-01-08,50.94,49.53,51.03,48.94,18301,91366021.0,4.12,-2.33,-1.18,6.1
93,2021-01-11,49.5,46.93,49.5,46.7,23990,113879138.0,5.65,-5.25,-2.6,8.0
94,2021-01-12,46.93,47.52,48.56,46.92,17653,84481636.0,3.49,1.26,0.59,5.88
95,2021-01-13,46.4,44.82,46.4,43.0,33583,149522909.0,7.15,-5.68,-2.7,11.19
96,2021-01-14,44.96,46.71,47.2,43.75,26587,121834289.0,7.7,4.22,1.89,8.86
97,2021-01-15,46.0,49.34,50.98,45.83,33662,165528077.0,11.03,5.63,2.63,11.22
98,2021-01-18,48.82,48.91,50.5,48.01,22954,112417801.0,5.05,-0.87,-0.43,7.65
99,2021-01-19,49.0,49.36,50.5,48.52,22726,112826332.0,4.05,0.92,0.45,7.58
100,2021-01-20,48.74,48.92,49.96,48.27,16766,81765339.0,3.42,-0.89,-0.44,5.59
101,2021-01-21,48.75,49.28,49.81,48.03,17416,85291746.0,3.64,0.74,0.36,5.81
102,2021-01-22,49.28,47.36,49.29,47.27,17597,84718950.0,4.1,-3.9,-1.92,5.87
103,2021-01-25,48.39,46.11,48.92,46.02,18560,87852466.0,6.12,-2.64,-1.25,6.19
104,2021-01-26,45.86,47.27,48.77,45.86,19065,90991163.0,6.31,2.52,1.16,6.35
105,2021-01-27,47.02,47.65,48.08,46.62,12916,61139632.0,3.09,0.8,0.38,4.31
106,2021-01-28,47.0,45.8,48.15,45.8,14031,65718027.0,4.93,-3.88,-1.85,4.68
107,2021-01-29,46.27,45.53,46.87,44.39,12492,56698719.0,5.41,-0.59,-0.27,4.16
108,2021-02-01,44.6,47.5,47.56,44.6,18813,87853704.0,6.5,4.33,1.97,6.27
109,2021-02-02,47.21,47.07,49.16,46.3,17531,83306701.0,6.02,-0.91,-0.43,5.84
110,2021-02-03,46.56,45.06,46.6,44.82,14610,66562804.0,3.78,-4.27,-2.01,4.87
111,2021-02-04,44.65,44.23,45.61,43.33,11683,51820289.0,5.06,-1.84,-0.83,3.89
112,2021-02-05,44.25,43.81,46.5,43.8,13748,61915225.0,6.1,-0.95,-0.42,4.58
113,2021-02-08,43.8,41.39,43.82,41.29,16005,67344094.0,5.77,-5.52,-2.42,5.34
114,2021-02-09,41.4,41.79,42.68,41.03,11724,49036080.0,3.99,0.97,0.4,3.91
115,2021-02-10,41.98,42.41,42.96,41.9,11429,48428217.0,2.54,1.48,0.62,3.81
116,2021-02-18,43.01,43.42,44.0,43.01,11743,51123609.0,2.33,2.38,1.01,3.91
117,2021-02-19,43.5,44.27,44.44,43.03,12425,54474584.0,3.25,1.96,0.85,4.14
118,2021-02-22,44.27,43.42,45.33,43.4,17275,76668398.0,4.36,-1.92,-0.85,5.76
119,2021-02-23,43.01,43.23,43.72,42.11,12947,55570756.0,3.71,-0.44,-0.19,4.32
120,2021-02-24,43.23,43.19,44.16,42.61,12461,54057273.0,3.59,-0.09,-0.04,4.15
121,2021-02-25,43.2,42.68,43.68,42.67,11144,48064931.0,2.34,-1.18,-0.51,3.71
122,2021-02-26,41.9,42.82,43.26,41.63,9864,41907718.0,3.82,0.33,0.14,3.29
123,2021-03-01,42.61,43.93,44.4,42.61,13036,57117022.0,4.18,2.59,1.11,4.35
124,2021-03-02,44.07,43.59,44.26,42.83,11870,51506014.0,3.26,-0.77,-0.34,3.96
125,2021-03-03,42.06,43.53,43.63,42.0,17395,74771593.0,3.74,-0.14,-0.06,5.8
126,2021-03-04,43.48,42.87,44.46,42.48,19995,87088078.0,4.55,-1.52,-0.66,6.67
127,2021-03-05,42.7,43.56,43.87,42.23,15004,64922669.0,3.83,1.61,0.69,5.0
128,2021-03-08,43.54,43.25,44.57,43.16,19989,88113194.0,3.24,-0.71,-0.31,6.66
129,2021-03-09,43.42,48.2,50.25,42.45,60849,281963376.0,18.03,11.45,4.95,20.28
130,2021-03-10,48.0,45.75,48.0,45.0,37005,169812724.0,6.22,-5.08,-2.45,12.33
131,2021-03-11,45.4,45.57,45.96,44.25,25595,115276481.0,3.74,-0.39,-0.18,8.53
132,2021-03-12,45.46,44.06,45.46,43.8,21470,95316301.0,3.64,-3.31,-1.51,7.16
133,2021-03-15,43.8,44.61,45.09,43.63,18960,84391940.0,3.31,1.25,0.55,6.32
134,2021-03-16,44.8,45.18,45.19,44.11,15512,69361536.0,2.42,1.28,0.57,5.17
135,2021-03-17,45.34,46.83,47.99,45.18,32379,152054709.0,6.22,3.65,1.65,10.79
136,2021-03-18,46.59,48.85,49.5,46.36,36179,174818503.0,6.71,4.31,2.02,12.06
137,2021-03-19,48.8,50.51,52.98,48.3,53275,270194560.0,9.58,3.4,1.66,17.76
138,2021-03-22,50.45,51.52,51.66,49.46,34535,174420301.0,4.36,2.0,1.01,11.51
139,2021-03-23,51.0,49.76,51.03,48.95,29854,149022869.0,4.04,-3.42,-1.76,9.95
140,2021-03-24,49.03,52.6,53.88,49.01,40486,207963657.0,9.79,5.71,2.84,13.5
141,2021-03-25,49.88,47.79,53.2,47.61,50873,255257161.0,10.63,-9.14,-4.81,16.96
142,2021-03-26,46.36,47.85,48.08,45.32,33835,158624109.0,5.78,0.13,0.06,11.28
143,2021-03-29,47.62,46.88,47.98,46.64,25641,120802516.0,2.8,-2.03,-0.97,8.55
144,2021-03-30,46.39,45.2,46.97,45.2,28142,128648815.0,3.78,-3.58,-1.68,9.38
145,2021-03-31,44.96,45.37,45.96,44.95,14491,65819691.0,2.23,0.38,0.17,4.83
146,2021-04-01,45.92,44.5,45.94,44.41,18512,82928124.0,3.37,-1.92,-0.87,6.17
147,2021-04-02,43.78,44.95,45.19,43.66,16807,75021282.0,3.44,1.01,0.45,5.6
148,2021-04-06,45.29,45.9,45.98,44.95,15654,71371798.0,2.29,2.11,0.95,5.22
149,2021-04-07,45.96,47.2,47.2,45.31,27093,125568106.0,4.12,2.83,1.3,9.03
150,2021-04-08,46.92,46.61,48.07,46.53,29477,139192180.0,3.26,-1.25,-0.59,9.83
151,2021-04-09,45.9,45.6,46.5,45.23,18818,86021791.0,2.72,-2.17,-1.01,6.27
152,2021-04-12,45.38,44.16,45.97,44.08,15630,69733368.0,4.14,-3.16,-1.44,5.21
153,2021-04-13,44.15,44.31,44.83,43.88,11435,50801406.0,2.15,0.34,0.15,3.81
154,2021-04-14,44.41,44.88,44.88,43.71,10407,46165002.0,2.64,1.29,0.57,3.47
155,2021-04-15,44.85,43.3,44.85,43.09,12906,56394095.0,3.92,-3.52,-1.58,4.3
156,2021-04-16,43.33,43.76,44.33,43.33,11276,49356794.0,2.31,1.06,0.46,3.76
157,2021-04-19,43.78,44.95,44.96,43.51,14571,64840517.0,3.31,2.72,1.19,4.86
158,2021-04-20,44.1,42.35,44.15,42.28,33530,143312885.0,4.16,-5.78,-2.6,11.18
159,2021-04-21,42.0,42.13,42.66,41.89,11310,47748105.0,1.82,-0.52,-0.22,3.77
160,2021-04-22,41.96,42.29,42.68,41.96,9423,39993599.0,1.71,0.38,0.16,3.14
161,2021-04-23,42.2,40.9,42.24,40.69,17982,74001468.0,3.67,-3.29,-1.39,5.99
162,2021-04-26,40.93,41.34,41.73,40.93,10059,41640219.0,1.96,1.08,0.44,3.35
163,2021-04-27,41.5,42.25,42.83,41.5,15454,65163310.0,3.22,2.2,0.91,5.15
164,2021-04-28,41.78,41.7,41.98,40.69,10714,44229322.0,3.05,-1.3,-0.55,3.57
165,2021-04-29,41.65,40.67,41.65,40.67,11448,46037114.0,2.35,-2.47,-1.03,3.82
166,2021-04-30,40.85,38.49,40.85,38.44,18100,69257072.0,5.93,-5.36,-2.18,6.03
167,2021-05-06,38.48,38.33,38.78,38.21,7326,27676630.0,1.48,-0.42,-0.16,2.44
168,2021-05-07,38.33,38.21,38.68,38.07,5734,21547405.0,1.59,-0.31,-0.12,1.91
169,2021-05-10,38.21,37.19,38.36,37.07,10440,38376624.0,3.38,-2.67,-1.02,3.48
170,2021-05-11,37.25,37.56,37.66,37.03,6368,23399532.0,1.69,0.99,0.37,2.12
171,2021-05-12,37.37,37.74,37.97,37.0,8400,30880572.0,2.58,0.48,0.18,2.8
172,2021-05-13,37.74,38.14,38.88,37.5,10659,39917310.0,3.66,1.06,0.4,3.55
173,2021-05-14,38.28,38.03,38.49,37.88,10047,37530423.0,1.6,-0.29,-0.11,3.35
174,2021-05-17,38.0,38.26,38.67,37.9,9064,34115254.0,2.02,0.6,0.23,3.02
175,2021-05-18,37.98,37.81,38.14,37.51,8038,29818222.0,1.65,-1.18,-0.45,2.68
176,2021-05-19,37.81,37.35,37.97,37.22,7258,26719294.0,1.98,-1.22,-0.46,2.42
177,2021-05-20,37.28,37.42,37.56,37.07,5812,21256500.0,1.31,0.19,0.07,1.94
178,2021-05-21,37.42,37.32,37.63,37.21,5615,20598780.0,1.12,-0.27,-0.1,1.87
179,2021-05-24,37.12,37.32,37.53,36.7,8451,30714637.0,2.22,0.0,0.0,2.82
180,2021-05-25,37.26,37.64,37.79,36.92,10991,40306548.0,2.33,0.86,0.32,3.66
181,2021-05-26,37.7,38.49,38.73,37.55,15601,58628059.0,3.13,2.26,0.85,5.2
182,2021-05-27,38.49,38.38,38.69,38.01,11472,43156464.0,1.77,-0.29,-0.11,3.82
183,2021-05-28,38.32,38.26,39.11,38.1,13171,49903559.0,2.63,-0.31,-0.12,4.39
184,2021-05-31,38.25,38.8,38.91,37.83,11600,43711589.0,2.82,1.41,0.54,3.87
185,2021-06-01,39.0,39.15,40.1,38.97,14933,57761271.0,2.91,0.9,0.35,4.98
186,2021-06-02,39.01,39.73,40.07,38.72,18508,71959540.0,3.45,1.48,0.58,6.17
187,2021-06-03,39.66,39.07,39.73,38.95,12318,47576839.0,1.96,-1.66,-0.66,4.11
188,2021-06-04,38.88,40.38,42.57,38.27,27226,106984959.0,11.01,3.35,1.31,9.08
189,2021-06-07,40.0,39.59,40.09,39.49,13325,51932425.0,1.49,-1.96,-0.79,4.44
190,2021-06-08,39.49,39.08,39.5,38.88,8117,31163793.0,1.57,-1.29,-0.51,2.71
191,2021-06-09,39.04,39.13,39.25,38.82,5072,19452597.0,1.1,0.13,0.05,1.69
192,2021-06-10,39.16,38.6,39.16,38.43,9214,34992294.0,1.87,-1.35,-0.53,3.07
193,2021-06-11,38.88,38.91,39.7,38.76,10243,39356787.0,2.44,0.8,0.31,3.41
194,2021-06-15,38.8,37.31,38.9,37.21,12376,45793047.0,4.34,-4.11,-1.6,4.13
195,2021-06-16,37.26,36.92,37.57,36.82,6127,22309858.0,2.01,-1.05,-0.39,2.04
196,2021-06-17,37.14,36.85,37.26,36.82,5962,21613962.0,1.19,-0.19,-0.07,1.99
197,2021-06-18,36.95,37.1,37.23,36.53,8210,29676153.0,1.9,0.68,0.25,2.74
198,2021-06-21,37.1,37.63,37.76,36.91,7663,28205136.0,2.29,1.43,0.53,2.55
199,2021-06-22,37.45,37.78,37.87,37.45,7838,28979915.0,1.12,0.4,0.15,2.61
200,2021-06-23,37.8,37.49,37.85,37.31,6451,23730668.0,1.43,-0.77,-0.29,2.15
201,2021-06-24,37.65,38.1,38.32,37.56,11603,43322932.0,2.03,1.63,0.61,3.87
202,2021-06-25,37.83,37.63,38.1,37.36,8340,30754260.0,1.94,-1.23,-0.47,2.78
203,2021-06-28,37.41,37.47,37.6,37.19,7652,28048695.0,1.09,-0.43,-0.16,2.55
204,2021-06-29,37.36,38.2,38.58,36.95,18365,68568687.0,4.35,1.95,0.73,6.12
205,2021-06-30,37.7,37.47,37.93,37.0,10171,37484302.0,2.43,-1.91,-0.73,3.39
206,2021-07-01,37.6,37.77,38.54,37.3,14679,54836119.0,3.31,0.8,0.3,4.89
207,2021-07-02,37.43,38.08,38.87,37.43,16120,60549611.0,3.81,0.82,0.31,5.37
208,2021-07-05,38.14,38.13,38.81,37.78,9726,36438786.0,2.7,0.13,0.05,3.24
209,2021-07-06,38.58,38.39,38.85,37.88,9349,35134512.0,2.54,0.68,0.26,3.12
210,2021-07-07,38.02,38.57,38.77,37.92,10437,39331673.0,2.21,0.47,0.18,3.48
211,2021-07-08,38.22,37.47,38.44,37.47,12370,45934434.0,2.51,-2.85,-1.1,4.12
212,2021-07-09,37.05,37.51,37.84,37.05,5901,21698313.0,2.11,0.11,0.04,1.97
213,2021-07-12,37.73,37.37,37.96,37.35,9176,33840456.0,1.63,-0.37,-0.14,3.06
214,2021-07-13,37.37,39.3,39.89,36.95,36908,140308978.0,7.87,5.16,1.93,12.3
215,2021-07-14,39.09,38.11,39.28,38.08,22194,83877172.0,3.05,-3.03,-1.19,7.4
216,2021-07-15,37.8,35.3,37.81,34.7,27943,98668650.0,8.16,-7.37,-2.81,9.31
217,2021-07-16,35.23,34.73,35.48,34.67,10426,35702204.0,2.29,-1.61,-0.57,3.48
218,2021-07-19,34.7,34.23,34.92,34.18,7813,26262941.0,2.13,-1.44,-0.5,2.6
219,2021-07-20,34.1,34.34,34.92,33.93,5937,20019181.0,2.89,0.32,0.11,1.98
220,2021-07-21,34.51,34.41,34.65,34.21,6415,21622230.0,1.28,0.2,0.07,2.14
221,2021-07-22,34.4,34.04,34.42,33.96,7116,23775402.0,1.34,-1.08,-0.37,2.37
222,2021-07-23,34.03,32.56,34.17,32.3,13320,43190367.0,5.49,-4.35,-1.48,4.44
223,2021-07-26,32.55,32.14,32.74,31.72,8118,25521883.0,3.13,-1.29,-0.42,2.71
224,2021-07-27,32.13,31.98,32.9,31.58,8128,25534549.0,4.11,-0.5,-0.16,2.71
225,2021-07-28,31.99,32.36,32.87,30.75,12032,37444595.0,6.63,1.19,0.38,4.01
226,2021-07-29,32.33,32.45,32.8,32.31,8019,25528601.0,1.51,0.28,0.09,2.67
227,2021-07-30,32.39,32.65,32.89,31.86,9412,29731521.0,3.17,0.62,0.2,3.14
228,2021-08-02,32.8,33.2,33.29,32.32,9197,29645893.0,2.97,1.68,0.55,3.07
229,2021-08-03,33.08,33.17,33.63,33.06,8576,28031306.0,1.72,-0.09,-0.03,2.86
230,2021-08-04,33.04,33.18,33.27,32.94,6370,20649464.0,0.99,0.03,0.01,2.12
231,2021-08-05,33.6,32.69,33.61,32.63,7045,22777823.0,2.95,-1.48,-0.49,2.35
232,2021-08-06,32.65,31.69,32.65,31.51,9092,28315342.0,3.49,-3.06,-1.0,3.03
233,2021-08-09,31.68,33.05,33.18,31.52,12221,39011124.0,5.24,4.29,1.36,4.07
234,2021-08-10,33.05,33.03,33.17,32.72,6973,22484935.0,1.36,-0.06,-0.02,2.32
235,2021-08-11,33.0,32.66,33.1,32.6,6541,21012321.0,1.51,-1.12,-0.37,2.18
236,2021-08-12,32.5,32.4,33.07,32.3,6693,21417048.0,2.36,-0.8,-0.26,2.23
237,2021-08-13,32.4,32.11,32.7,32.01,6758,21349777.0,2.13,-0.9,-0.29,2.25
238,2021-08-16,31.97,33.04,33.48,31.96,12304,39625495.0,4.73,2.9,0.93,4.1
239,2021-08-17,33.13,32.09,33.48,32.09,10989,35165402.0,4.21,-2.88,-0.95,3.66
240,2021-08-18,32.01,32.3,32.67,31.85,6701,21090077.0,2.56,0.65,0.21,2.23
241,2021-08-19,32.29,33.06,33.21,32.29,12298,39573350.0,2.85,2.35,0.76,4.1
242,2021-08-20,32.95,32.29,32.96,32.03,9687,30724299.0,2.81,-2.33,-0.77,3.23
243,2021-08-23,32.49,32.78,33.1,32.28,8970,28758725.0,2.54,1.52,0.49,2.99
244,2021-08-24,32.63,33.04,33.82,32.63,13835,44928139.0,3.63,0.79,0.26,2.74
245,2021-08-25,32.9,33.37,33.57,32.51,11615,37805981.0,3.21,1.0,0.33,2.3
246,2021-08-26,33.36,32.35,33.5,32.26,13023,41602022.0,3.72,-3.06,-1.02,2.58
247,2021-08-27,32.15,30.21,32.15,30.2,22157,66748683.0,6.03,-6.62,-2.14,4.39
248,2021-08-30,30.29,29.53,30.29,29.37,12485,36166293.0,3.05,-2.25,-0.68,2.47
249,2021-08-31,29.5,29.85,29.86,29.2,8488,24485872.0,2.24,1.08,0.32,1.68
250,2021-09-01,29.6,30.03,30.19,28.95,10694,30901703.0,4.15,0.6,0.18,2.12
