,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2017-01-03,82.15,82.91,83.02,82.15,30861,61285719.0,1.06,0.97,0.8,0.58
1,2017-01-04,82.91,84.05,84.31,82.83,63511,127878494.0,1.79,1.37,1.14,1.2
2,2017-01-05,84.05,83.82,84.31,83.67,34841,70251684.0,0.76,-0.27,-0.23,0.66
3,2017-01-06,84.05,83.02,84.05,82.95,35460,70921113.0,1.31,-0.95,-0.8,0.67
4,2017-01-09,82.91,83.63,83.67,82.64,28208,56509971.0,1.24,0.73,0.61,0.53
5,2017-01-10,83.63,83.21,83.93,83.1,29027,58114584.0,0.99,-0.5,-0.42,0.55
6,2017-01-11,83.33,82.49,83.48,82.37,38632,76873682.0,1.33,-0.87,-0.72,0.73
7,2017-01-12,82.41,82.26,82.79,82.22,23683,46872243.0,0.69,-0.28,-0.23,0.45
8,2017-01-13,82.18,80.85,82.3,80.55,44603,87165648.0,2.13,-1.71,-1.41,0.84
9,2017-01-16,80.74,77.05,81.08,74.5,76689,142788423.0,8.14,-4.7,-3.8,1.45
10,2017-01-17,76.48,77.7,77.74,76.18,39188,71910514.0,2.02,0.84,0.65,0.74
11,2017-01-18,77.58,77.2,77.85,77.2,28149,51979769.0,0.84,-0.64,-0.5,0.53
12,2017-01-19,77.36,77.24,77.51,76.94,19172,35304171.0,0.74,0.05,0.04,0.36
13,2017-01-20,77.05,78.04,78.23,77.05,35671,66238579.0,1.53,1.04,0.8,0.67
14,2017-01-23,78.38,79.22,79.37,78.38,43080,81420523.0,1.27,1.51,1.18,0.81
15,2017-01-24,80.06,79.07,80.06,78.65,24449,46281481.0,1.78,-0.19,-0.15,0.46
16,2017-01-25,78.8,79.48,79.68,78.72,25564,48540937.0,1.21,0.52,0.41,0.48
17,2017-01-26,79.52,81.39,81.73,79.52,67479,131242348.0,2.78,2.4,1.91,1.28
18,2017-02-03,81.39,80.89,81.73,80.63,31323,60726831.0,1.35,-0.61,-0.5,0.59
19,2017-02-06,80.85,81.04,81.31,80.17,31326,60592433.0,1.41,0.19,0.15,0.59
20,2017-02-07,80.85,80.93,81.35,80.7,31726,61537221.0,0.8,-0.14,-0.11,0.6
21,2017-02-08,80.97,81.2,81.23,80.44,35121,67995996.0,0.98,0.33,0.27,0.66
22,2017-02-09,81.16,82.15,82.49,80.85,66642,130345032.0,2.02,1.17,0.95,1.26
23,2017-02-10,81.88,81.39,82.3,81.23,58338,113997385.0,1.3,-0.93,-0.76,1.1
24,2017-02-13,81.23,81.8,82.18,81.23,54420,106868133.0,1.17,0.5,0.41,1.03
25,2017-02-14,81.88,81.16,81.92,80.93,55336,107665778.0,1.21,-0.78,-0.64,1.05
26,2017-02-15,81.04,80.32,81.73,80.13,43573,84569183.0,1.97,-1.03,-0.84,0.82
27,2017-02-16,80.28,82.41,82.79,80.28,138650,272667024.0,3.13,2.6,2.09,2.62
28,2017-02-17,82.26,80.85,82.26,80.74,84191,163960209.0,1.84,-1.89,-1.56,1.59
29,2017-02-20,80.63,81.73,81.77,80.55,53448,104130747.0,1.51,1.09,0.88,1.01
30,2017-02-21,81.8,82.45,82.64,81.73,86069,169916873.0,1.11,0.88,0.72,1.63
31,2017-02-22,82.41,82.26,82.68,82.03,59926,118160006.0,0.79,-0.23,-0.19,1.13
32,2017-02-23,82.3,83.29,83.36,81.84,117480,233624520.0,1.85,1.25,1.03,2.22
33,2017-02-24,83.14,82.79,83.14,82.41,66100,131216682.0,0.88,-0.6,-0.5,1.25
34,2017-02-27,82.98,82.22,83.82,82.15,76862,153242855.0,2.02,-0.69,-0.57,1.45
35,2017-02-28,82.34,82.37,82.91,82.03,50242,99284807.0,1.07,0.18,0.15,0.95
36,2017-03-01,82.49,82.57,83.06,82.26,56104,111229451.0,0.97,0.24,0.2,1.06
37,2017-03-02,82.72,83.06,83.78,82.64,110072,220164317.0,1.38,0.59,0.49,2.08
38,2017-03-03,82.91,82.98,83.06,81.88,60216,119432228.0,1.42,-0.1,-0.08,1.14
39,2017-03-06,83.25,84.96,85.57,82.98,150613,306713776.0,3.12,2.39,1.98,2.85
40,2017-03-07,84.66,85.04,85.15,84.24,78025,158870808.0,1.07,0.09,0.08,1.47
41,2017-03-08,84.88,84.62,86.03,84.16,85035,174208804.0,2.2,-0.49,-0.42,1.61
42,2017-03-09,84.24,83.63,84.62,83.02,67908,136213145.0,1.89,-1.17,-0.99,1.28
43,2017-03-10,83.4,83.1,84.05,83.1,57316,114664252.0,1.14,-0.63,-0.53,1.08
44,2017-03-13,82.98,83.9,83.93,82.79,57042,114288925.0,1.37,0.96,0.8,1.08
45,2017-03-14,83.86,84.35,84.58,83.52,85568,172980952.0,1.26,0.54,0.45,1.62
46,2017-03-15,84.39,85.04,85.49,84.09,114458,233789206.0,1.66,0.82,0.69,2.16
47,2017-03-16,85.34,85.07,85.76,84.62,84284,172407149.0,1.34,0.04,0.03,1.59
48,2017-03-17,85.07,83.97,85.34,83.9,80322,163664476.0,1.69,-1.29,-1.1,1.52
49,2017-03-20,84.24,85.57,85.8,84.01,112970,231807558.0,2.13,1.91,1.6,2.14
50,2017-03-21,85.53,85.95,86.18,84.85,101598,209145299.0,1.55,0.44,0.38,1.92
51,2017-03-22,85.49,84.96,85.65,84.5,78463,160525968.0,1.34,-1.15,-0.99,1.48
52,2017-03-23,85.0,86.67,86.98,85.0,169078,351039472.0,2.33,2.01,1.71,3.2
53,2017-03-24,86.29,86.71,86.9,86.06,91340,190428818.0,0.97,0.05,0.04,1.73
54,2017-03-27,86.82,86.22,87.01,86.06,71653,149273626.0,1.1,-0.57,-0.49,1.35
55,2017-03-28,86.25,85.68,86.25,85.19,66344,136819566.0,1.23,-0.63,-0.54,1.25
56,2017-03-29,85.49,86.56,88.42,85.49,136366,286842672.0,3.42,1.03,0.88,2.58
57,2017-03-30,86.71,84.47,87.09,84.31,108109,222465423.0,3.21,-2.41,-2.09,2.04
58,2017-03-31,82.53,79.75,82.53,79.1,236992,455647904.0,4.06,-5.59,-4.72,4.48
59,2017-04-05,79.79,80.89,81.54,79.79,102197,197718763.0,2.19,1.43,1.14,1.93
60,2017-04-06,81.04,80.55,81.12,80.09,72738,140063095.0,1.27,-0.42,-0.34,1.38
61,2017-04-07,80.63,80.36,80.74,79.9,67815,130296488.0,1.04,-0.24,-0.19,1.28
62,2017-04-10,80.36,78.95,80.44,78.04,111336,210107463.0,2.99,-1.75,-1.41,2.1
63,2017-04-11,78.95,79.41,79.56,78.04,75975,143023384.0,1.93,0.58,0.46,1.44
64,2017-04-12,79.26,79.14,79.6,78.57,44308,83685917.0,1.3,-0.34,-0.27,0.84
65,2017-04-13,79.18,79.33,79.71,78.8,43482,82392278.0,1.15,0.24,0.19,0.82
66,2017-04-14,79.29,78.57,79.29,78.23,53875,101029296.0,1.34,-0.96,-0.76,1.02
67,2017-04-17,78.34,78.19,78.95,77.96,39783,74439224.0,1.26,-0.48,-0.38,0.75
68,2017-04-18,78.5,76.9,78.5,76.86,43229,80231006.0,2.1,-1.65,-1.29,0.82
69,2017-04-19,75.53,72.91,75.53,70.74,133072,229759459.0,6.23,-5.19,-3.99,2.52
70,2017-04-20,72.79,72.15,73.36,71.58,58744,100629804.0,2.44,-1.04,-0.76,1.1
71,2017-04-21,72.3,72.83,73.29,72.3,43647,75306011.0,1.37,0.94,0.68,0.82
72,2017-04-24,73.02,71.73,73.21,71.5,44357,75607744.0,2.35,-1.51,-1.1,0.83
73,2017-04-25,71.84,71.35,72.56,71.2,37460,63707752.0,1.9,-0.53,-0.38,0.7
74,2017-04-26,71.54,71.65,71.99,71.27,36804,62353136.0,1.01,0.42,0.3,0.69
75,2017-04-27,71.69,70.89,71.84,68.65,66713,110137529.0,4.45,-1.06,-0.76,1.25
76,2017-04-28,70.7,71.27,71.39,70.44,37010,62089985.0,1.34,0.54,0.38,0.69
77,2017-05-02,71.2,71.46,71.65,70.82,32631,54961356.0,1.16,0.27,0.19,0.61
78,2017-05-03,71.42,71.35,71.92,71.04,29987,50582473.0,1.23,-0.15,-0.11,0.56
79,2017-05-04,71.35,70.82,71.77,69.71,49296,82431153.0,2.89,-0.74,-0.53,0.92
80,2017-05-05,70.7,71.01,72.83,70.4,58221,98602156.0,3.43,0.27,0.19,1.09
81,2017-05-08,70.7,70.44,71.42,70.32,45413,75980672.0,1.55,-0.8,-0.57,0.85
82,2017-05-09,70.51,71.54,72.18,70.05,44099,74064864.0,3.02,1.56,1.1,0.83
83,2017-05-10,71.12,69.37,71.77,69.29,41554,69661583.0,3.47,-3.03,-2.17,0.78
84,2017-05-11,69.14,69.14,69.29,67.66,58437,93956014.0,2.35,-0.33,-0.23,1.09
85,2017-05-12,69.1,70.13,70.89,68.99,58853,97578362.0,2.75,1.43,0.99,1.1
86,2017-05-15,70.28,70.02,71.04,69.86,36831,60999641.0,1.68,-0.16,-0.11,0.69
87,2017-05-16,69.98,71.16,71.2,69.22,41597,68976950.0,2.83,1.63,1.14,0.78
88,2017-05-17,71.12,71.61,71.84,70.97,46358,78318536.0,1.22,0.63,0.45,0.87
89,2017-05-18,71.12,71.73,72.41,70.78,41411,70431919.0,2.28,0.17,0.12,0.78
90,2017-05-19,71.73,72.83,72.91,71.42,69279,118826786.0,2.08,1.53,1.1,1.3
91,2017-05-22,72.75,71.5,72.94,71.04,40253,68725465.0,2.61,-1.83,-1.33,0.75
92,2017-05-23,71.42,71.5,72.56,71.16,51954,88390507.0,1.96,0.0,0.0,0.97
93,2017-05-24,71.46,71.77,71.92,70.05,29837,50157192.0,2.62,0.38,0.27,0.56
94,2017-05-25,71.88,72.11,72.18,70.82,42645,72269198.0,1.89,0.47,0.34,0.8
95,2017-05-26,72.15,72.94,73.06,71.88,62953,108323651.0,1.64,1.15,0.83,1.18
96,2017-05-31,73.32,72.18,73.67,72.15,34617,59712959.0,2.08,-1.04,-0.76,0.65
97,2017-06-01,72.07,71.88,72.83,71.5,38305,65527033.0,1.84,-0.42,-0.3,0.72
98,2017-06-02,71.69,70.32,71.8,69.29,72946,121353766.0,3.49,-2.17,-1.56,1.37
99,2017-06-05,70.17,71.96,71.99,70.17,42060,70757235.0,2.59,2.33,1.64,0.79
100,2017-06-06,71.88,72.3,72.53,71.84,33554,57294354.0,0.96,0.47,0.34,0.63
101,2017-06-07,72.26,73.4,73.67,72.18,49277,84514824.0,2.06,1.52,1.1,0.92
102,2017-06-08,73.4,72.87,73.59,72.79,29763,50884394.0,1.09,-0.72,-0.53,0.56
103,2017-06-09,73.02,72.75,73.13,72.15,37320,63298595.0,1.34,-0.16,-0.12,0.7
104,2017-06-12,72.72,72.53,72.72,71.77,41833,70655779.0,1.31,-0.3,-0.22,0.79
105,2017-06-13,72.53,73.71,73.86,72.18,71814,123450369.0,2.32,1.63,1.18,1.36
106,2017-06-14,73.93,74.16,74.85,73.48,61596,107242432.0,1.86,0.61,0.45,1.16
107,2017-06-15,74.12,74.16,74.5,73.67,40614,70651231.0,1.12,0.0,0.0,0.77
108,2017-06-16,73.93,74.39,74.66,73.82,35962,62737269.0,1.13,0.31,0.23,0.68
109,2017-06-19,74.39,75.3,75.8,74.12,46410,81963284.0,2.26,1.22,0.91,0.88
110,2017-06-20,75.53,76.6,77.77,75.34,147323,266436561.0,3.23,1.73,1.3,2.79
111,2017-06-21,76.37,76.06,76.82,75.45,65811,117611646.0,1.79,-0.7,-0.54,1.24
112,2017-06-22,76.1,74.88,76.18,74.39,45412,80617061.0,2.35,-1.55,-1.18,0.86
113,2017-06-23,75.11,75.57,75.87,74.39,38349,67747146.0,1.98,0.92,0.69,0.72
114,2017-06-26,75.57,75.42,75.99,75.11,39921,70946598.0,1.16,-0.2,-0.15,0.75
115,2017-06-27,75.42,75.04,75.53,74.96,33273,58772512.0,0.76,-0.5,-0.38,0.63
116,2017-06-28,74.96,75.68,75.8,74.58,40992,72503510.0,1.63,0.85,0.64,0.77
117,2017-06-29,75.61,75.19,75.95,74.92,29709,52547067.0,1.36,-0.65,-0.49,0.56
118,2017-06-30,75.11,75.07,75.34,74.58,19864,35003362.0,1.01,-0.16,-0.12,0.37
119,2017-07-03,74.88,76.63,76.67,74.77,64077,114774173.0,2.53,2.08,1.56,1.2
120,2017-07-04,76.67,76.63,76.9,76.1,40409,72892741.0,1.04,0.0,0.0,0.75
121,2017-07-05,76.56,77.17,77.28,75.95,55049,99732498.0,1.74,0.7,0.54,1.03
122,2017-07-06,77.17,78.61,78.91,76.6,130255,239910042.0,2.99,1.87,1.44,2.43
123,2017-07-07,78.15,81.35,81.69,78.0,213539,404934624.0,4.69,3.49,2.74,3.99
124,2017-07-10,81.12,80.36,83.44,80.17,219150,425120816.0,4.02,-1.22,-0.99,4.09
125,2017-07-11,80.55,78.19,80.55,78.15,120165,224170681.0,2.99,-2.7,-2.17,2.24
126,2017-07-12,78.31,78.99,79.18,77.36,81044,149987436.0,2.33,1.02,0.8,1.51
127,2017-07-13,78.84,79.33,81.35,78.34,164433,311225200.0,3.81,0.43,0.34,3.07
128,2017-07-14,78.76,79.64,80.09,78.15,86382,161259820.0,2.45,0.39,0.31,1.61
129,2017-07-17,79.83,75.0,79.83,74.96,108298,196378829.0,6.12,-5.83,-4.64,2.02
130,2017-07-18,74.96,76.52,77.39,74.96,64303,115193638.0,3.24,2.03,1.52,1.2
131,2017-07-19,76.52,78.53,78.91,76.1,108942,200383788.0,3.67,2.63,2.01,2.04
132,2017-07-20,78.23,78.04,79.26,77.58,89280,165516429.0,2.14,-0.62,-0.49,1.67
133,2017-07-21,77.77,78.57,78.91,77.58,67071,123942610.0,1.7,0.68,0.53,1.25
134,2017-07-24,78.46,78.91,79.79,77.93,97860,182761128.0,2.37,0.43,0.34,1.83
135,2017-07-25,78.61,79.71,80.85,78.53,143689,272067392.0,2.94,1.01,0.8,2.68
136,2017-07-26,80.02,81.12,81.2,78.8,168841,321030304.0,3.01,1.77,1.41,3.15
