,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
0,2017-01-03,42.23,42.58,42.77,42.18,15777,27589767.0,1.4,0.83,0.35,0.59
1,2017-01-04,42.31,42.77,42.8,42.28,12033,21096757.0,1.22,0.45,0.19,0.45
2,2017-01-05,42.75,42.77,43.02,42.53,14152,24928024.0,1.15,0.0,0.0,0.53
3,2017-01-06,42.48,43.51,44.32,42.45,40743,73080172.0,4.37,1.73,0.74,1.51
4,2017-01-09,43.58,44.34,44.98,43.02,55243,100344627.0,4.5,1.91,0.83,2.05
5,2017-01-10,43.95,44.07,44.64,43.93,26862,48862282.0,1.6,-0.61,-0.27,1.0
6,2017-01-11,44.25,43.83,44.98,43.78,37721,68910477.0,2.72,-0.54,-0.24,1.4
7,2017-01-12,43.76,43.63,44.47,43.04,44005,79409999.0,3.26,-0.46,-0.2,1.63
8,2017-01-13,43.29,42.55,43.76,42.33,15327,26985201.0,3.28,-2.48,-1.08,0.57
9,2017-01-16,42.55,41.84,43.07,40.44,22685,38948903.0,6.18,-1.67,-0.71,0.84
10,2017-01-17,41.55,43.19,43.49,41.18,23547,40525120.0,5.52,3.23,1.35,0.87
11,2017-01-18,44.25,43.26,44.25,42.41,23012,41113912.0,4.26,0.16,0.07,0.85
12,2017-01-19,43.56,44.61,44.74,43.29,56307,102463293.0,3.35,3.12,1.35,2.09
13,2017-01-20,44.86,44.74,44.91,44.25,38280,70261194.0,1.48,0.29,0.13,1.42
14,2017-01-23,44.49,44.96,45.23,44.39,41509,76542765.0,1.88,0.49,0.22,1.54
15,2017-01-24,45.87,44.96,45.87,44.64,33493,62016817.0,2.74,0.0,0.0,1.24
16,2017-01-25,44.86,45.23,45.47,44.59,36128,66879201.0,1.96,0.6,0.27,1.34
17,2017-01-26,44.98,45.28,45.55,44.98,26917,50061718.0,1.26,0.11,0.05,1.0
18,2017-02-03,45.3,45.03,45.65,44.61,14479,26752180.0,2.3,-0.55,-0.25,0.54
19,2017-02-06,44.93,45.77,45.87,44.91,34353,64312889.0,2.13,1.64,0.74,1.27
20,2017-02-07,45.47,45.65,45.92,45.13,32611,61066026.0,1.73,-0.26,-0.12,1.21
21,2017-02-08,45.65,46.23,46.58,45.15,42070,79616583.0,3.13,1.27,0.58,1.56
22,2017-02-09,46.46,48.22,50.63,46.23,217911,433104352.0,9.52,4.3,1.99,8.09
23,2017-02-10,47.81,48.27,49.4,47.12,128672,252941318.0,4.73,0.1,0.05,4.78
24,2017-02-13,47.93,47.93,48.98,47.22,98310,194604852.0,3.65,-0.7,-0.34,3.65
25,2017-02-14,47.81,48.42,48.74,47.58,97506,193629340.0,2.42,1.02,0.49,3.62
26,2017-02-15,48.62,49.4,50.36,47.95,202555,408318544.0,4.98,2.02,0.98,7.52
27,2017-02-16,49.6,47.98,49.62,47.68,117577,232881376.0,3.93,-2.87,-1.42,4.36
28,2017-02-17,48.05,48.17,48.57,47.58,84394,166508439.0,2.06,0.4,0.19,3.13
29,2017-02-20,48.08,48.71,48.89,48.05,92061,183507096.0,1.74,1.12,0.54,3.42
30,2017-02-21,48.71,50.11,51.0,48.32,231290,471550608.0,5.5,2.87,1.4,8.58
31,2017-02-22,49.67,50.11,51.05,49.2,133952,275049040.0,3.69,0.0,0.0,4.97
32,2017-02-23,49.74,49.16,50.14,48.81,94279,190612923.0,2.65,-1.9,-0.95,3.5
33,2017-02-24,49.16,50.82,51.36,48.93,174550,359249504.0,4.94,3.38,1.66,6.48
34,2017-02-27,50.51,50.09,51.02,49.77,109291,226200954.0,2.46,-1.44,-0.73,4.06
35,2017-02-28,50.09,50.82,51.81,49.79,161867,336658336.0,4.03,1.46,0.73,6.01
36,2017-03-01,50.75,50.82,50.95,50.01,92708,192237395.0,1.85,0.0,0.0,3.44
37,2017-03-02,50.78,51.81,52.52,50.7,255877,544662144.0,3.58,1.95,0.99,9.5
38,2017-03-03,51.49,51.59,51.88,50.41,140216,294671488.0,2.84,-0.42,-0.22,5.2
39,2017-03-06,52.1,48.79,52.1,48.3,209940,428131488.0,7.37,-5.43,-2.8,7.79
40,2017-03-07,48.81,47.95,49.06,47.56,117523,232739059.0,3.07,-1.72,-0.84,4.36
41,2017-03-08,47.81,48.15,48.37,47.66,68294,135011985.0,1.48,0.42,0.2,2.53
42,2017-03-09,48.2,48.2,48.57,47.68,56482,111661351.0,1.85,0.1,0.05,2.1
43,2017-03-10,48.15,48.22,48.59,47.83,50011,99076124.0,1.58,0.04,0.02,1.86
44,2017-03-13,48.17,47.49,48.17,46.95,47625,93146966.0,2.53,-1.51,-0.73,1.77
45,2017-03-14,47.76,47.0,47.83,46.97,41796,81273095.0,1.81,-1.03,-0.49,1.55
46,2017-03-15,46.95,47.49,47.56,46.95,34558,67062941.0,1.3,1.04,0.49,1.28
47,2017-03-16,47.56,48.17,48.17,47.27,51272,100797255.0,1.9,1.43,0.68,1.9
48,2017-03-17,48.22,47.58,48.27,47.58,30446,59951104.0,1.43,-1.22,-0.59,1.13
49,2017-03-20,47.58,47.85,48.1,47.44,25846,50751260.0,1.39,0.57,0.27,0.96
50,2017-03-21,48.0,48.2,48.52,47.78,42972,84947955.0,1.55,0.73,0.35,1.59
51,2017-03-22,48.2,48.66,49.03,47.41,69123,137228509.0,3.36,0.95,0.46,2.57
52,2017-03-23,48.62,48.37,49.65,47.93,46979,93712195.0,3.53,-0.6,-0.29,1.74
53,2017-03-24,48.47,48.64,49.03,48.3,39003,77820691.0,1.51,0.56,0.27,1.45
54,2017-03-27,48.54,47.88,48.54,47.81,30884,61031975.0,1.5,-1.56,-0.76,1.15
55,2017-03-28,47.73,48.62,48.96,47.56,46815,93142820.0,2.92,1.55,0.74,1.74
56,2017-03-29,48.42,49.4,49.89,48.42,106614,216083914.0,3.02,1.6,0.78,3.96
57,2017-03-30,48.91,48.42,49.4,48.32,44877,89924979.0,2.19,-1.98,-0.98,1.67
58,2017-03-31,48.42,48.96,49.3,48.42,46166,92668663.0,1.82,1.12,0.54,1.71
59,2017-04-05,48.93,50.11,50.6,48.91,117322,240067059.0,3.45,2.35,1.15,4.35
60,2017-04-06,50.14,49.89,50.36,49.43,55590,113762441.0,1.86,-0.44,-0.22,2.06
61,2017-04-07,49.89,50.36,51.0,49.52,125727,260282664.0,2.97,0.94,0.47,4.67
